base_estimator,n_estimators,max_samples,max_features,R-squared,MAE,MSE,RMSE,RAE,RRSE
,5,0.5,0.5,0.41079587948427465,0.03332691250335471,0.0036737918160293127,0.06061181251232562,0.7334151077669331,0.7323722335524294
,5,0.5,1.0,0.29084334886727686,0.037252608482431025,0.004160498246203544,0.06450192436046807,0.8198066911236167,0.7793764359496684
,5,0.5,2.0,0.3014859982049575,0.034387835132105464,0.004147315317595076,0.0643996530859839,0.7567625055800155,0.7781406926412664
,5,0.5,3.0,0.5212697585708633,0.029327218754787925,0.0028846589219402715,0.0537090208618652,0.6453950782684142,0.6489658358677087
,5,0.5,4.0,0.7463270352411102,0.019679154882462736,0.002252370141596456,0.047459141812684055,0.43307310562989415,0.5734485779445847
,5,1.0,0.1,-0.4100984738892567,0.07115513010626505,0.007669199396518496,0.087573965289454,1.565889051672681,1.0581557934278558
,5,1.0,0.5,-0.1122998624589268,0.05474478105638554,0.007165731326496972,0.0846506428002586,1.204751550090473,1.0228333021169298
,5,1.0,1.0,-0.16890098986275479,0.055546702976626505,0.007671801276011825,0.08758881935505139,1.2223991990136966,1.0583352750296753
,5,1.0,2.0,-0.5734215317639462,0.057026762954698794,0.007663676403592971,0.08754242630629432,1.2549704234921162,1.057774708048897
,5,1.0,3.0,-0.09369523653727044,0.046823153932048195,0.01582342612998234,0.1257912005268347,1.030422739688354,1.5199344595138997
,5,1.0,4.0,-1.3070017775198275,0.06374974738361446,0.007608395811575514,0.08722611886112734,1.4029210729545367,1.0539527667390396
,5,2.0,0.1,-0.21084734867244528,0.04795749367795181,0.007435884162052438,0.08623157288402222,1.0553858054059622,1.0419356725715463
,5,2.0,0.5,-0.12607735672189724,0.04830525726240964,0.007083477510972333,0.08416339769146879,1.0630389315918,1.016945921855214
,5,2.0,1.0,0.05942038187969286,0.04809976048915662,0.007388226335143401,0.08595479239195102,1.0585166273403652,1.0385913352422393
,5,2.0,2.0,-0.02225841323107336,0.057048651775180724,0.0071848894560145125,0.08476372724234413,1.255452124028613,1.0241997008764683
,5,2.0,3.0,0.001377404102876778,0.051731195118313256,0.007030409826437359,0.08384753917937818,1.1384324917224435,1.013129405001518
,5,2.0,4.0,-0.8004831607629941,0.042905668291566265,0.006664402027556038,0.0816357888891633,0.9442118387265487,0.9864048370837463
,5,3.0,0.1,0.034116128952420624,0.044855936926265064,0.006482476941011355,0.08051383074361419,0.9871308004139869,0.9728482223093399
,5,3.0,0.5,0.04659360348645791,0.04365751870232931,0.007124028468136014,0.08440396002638746,0.9607575793492027,1.0198526353691375
,5,3.0,1.0,0.01587455041151521,0.049576891762329316,0.006570589295977593,0.08105917157223846,1.09102340071131,0.9794375728691119
,5,3.0,2.0,0.008959105128825574,0.04105539835124498,0.006511465137542921,0.08069364992081422,0.9034935175336672,0.9750209765462267
,5,3.0,3.0,0.10415222556011208,0.04010432628698795,0.006516423662461963,0.08072436845502083,0.8825635672890721,0.9753921484445061
,5,3.0,4.0,0.12385912578503395,0.045649868635421684,0.006476952990647862,0.08047951907564968,1.0046026112207058,0.9724336345934723
,5,4.0,0.1,0.056830374247326024,0.044468705581987955,0.006263601990651099,0.07914292129212251,0.9786091193832241,0.9562835301252391
,5,4.0,0.5,0.0570164574361756,0.03905957842911646,0.005608801102457878,0.07489192948814898,0.8595721226812657,0.90491881699022
,5,4.0,1.0,0.06792979941004398,0.04983906630461848,0.006148019369209212,0.07840930664920595,1.0967929951844673,0.9474192679900273
,5,4.0,2.0,0.09361986288293721,0.04156950062399599,0.0061397505428420025,0.07835656030506956,0.9148072080453507,0.9467819341723157
,5,4.0,3.0,0.06567321470350315,0.041871416699477915,0.005555853896310819,0.07453760055375286,0.9214513822098148,0.9006374622123346
,5,4.0,4.0,0.2314451025072639,0.04022565339847389,0.005493235939467741,0.07411636755445954,0.8852335756955382,0.8955477059461662
,10,0.1,0.1,0.23230032762950184,0.03867580918366807,0.0051718618250582,0.07191565771831751,0.8511266309940345,0.8689565397808517
,10,0.1,0.5,0.4623062408209163,0.029066828349932232,0.003608245615063338,0.060068674157695026,0.6396647467587225,0.7258094954751295
,10,0.1,1.0,0.300260837044154,0.037372485540529354,0.004968663303203972,0.07048874593297835,0.8224447886514066,0.8517151716713167
,10,0.1,2.0,0.44932675776363906,0.03330649441615064,0.004198699838209434,0.06479737524166727,0.7329657732050933,0.7829463674993129
,10,0.1,3.0,0.5838678903072799,0.024288376000591336,0.0031897242092332875,0.05647764344617512,0.5345068163804364,0.6824190889860249
,10,0.1,4.0,0.650542330724236,0.017831663772951055,0.0025864340406185336,0.050856995985002235,0.3924159373115098,0.614504833257195
,10,0.5,0.1,0.31812046695389995,0.037109540318019586,0.0051914531351861986,0.07205173929327591,0.816658234055796,0.8706008127841932
,10,0.5,0.5,0.5059503292591664,0.03322733421095454,0.003457227647823611,0.05879819425648725,0.7312237189293213,0.7104582930549446
,10,0.5,1.0,0.2864296116460362,0.0377383757837918,0.005008831262305824,0.07077309702355708,0.830496822639439,0.8551509845052897
,10,0.5,2.0,0.5096573285060927,0.03140325410404413,0.0035408309634553507,0.05950488184557088,0.6910817493409127,0.7189971957306518
,10,0.5,3.0,0.638875974127797,0.022037258769305925,0.0025847185364589733,0.05084012722701403,0.4849671722080877,0.6143010081370905
,10,0.5,4.0,0.7270642474471481,0.017172035122106095,0.0015658134213174964,0.03957036038902725,0.3778996925799609,0.47812847066226954
,10,1.0,0.1,-0.09589137166119892,0.05509924871421686,0.007324516007545294,0.08558338628229953,1.2125522107559963,1.0341036370394316
,10,1.0,0.5,-0.06754315991101134,0.051552741026746986,0.007078687826060669,0.08413493820084893,1.1345053074450415,1.0166020459695226
,10,1.0,1.0,-0.07713062383216085,0.05029365750084338,0.006999043350499079,0.08366028538380131,1.1067970437483905,1.010866818307218
,10,1.0,2.0,-0.08557344619325602,0.05324328178084338,0.007658731369607453,0.08751417810622147,1.1717085175901514,1.05743338518585
,10,1.0,3.0,-0.2375515451568912,0.04848320435253012,0.007264091367479866,0.08522963902000211,1.066954958444404,1.0298293106026641
,10,1.0,4.0,-0.24353166138884336,0.04820408426746988,0.007715459144249969,0.08783768635528812,1.0608124486261374,1.061342333773939
,10,2.0,0.1,-0.07474313147721681,0.04143157660644577,0.00666173303356043,0.08161944029188407,0.911771956634496,0.9862072970629392
,10,2.0,0.5,0.07781385456558597,0.044103118955060236,0.006730426101951244,0.08203917419106097,0.9705637669864381,0.9912789397097473
,10,2.0,1.0,-0.017799013683520725,0.047553532873253014,0.007852289032113888,0.0886131425473326,1.0464959642878577,1.070712167142215
,10,2.0,2.0,0.0034578238024739138,0.045291579655240964,0.0064379447788665365,0.08023680439091861,0.9967178558901754,0.9695009142473133
,10,2.0,3.0,0.00454497820136981,0.04023399844072289,0.006344651425188826,0.07965332023957837,0.885417222472291,0.9624506781060893
,10,2.0,4.0,-0.015123723633134623,0.042792883069518076,0.006214241447595089,0.07883046015085216,0.9417298090523427,0.9525080636865152
,10,3.0,0.1,0.0387426333130126,0.03949210327277108,0.006573381002115468,0.08107638991787602,0.8690905638146559,0.9796456220550703
,10,3.0,0.5,0.10064920206349029,0.041538759618795176,0.005880987501125753,0.07668759678804489,0.9141307002038292,0.9266158561750225
,10,3.0,1.0,0.05214724435234532,0.04574333804106426,0.006899971450700712,0.0830660667824155,1.0066595636673317,1.0036868778586985
,10,3.0,2.0,0.11858850493728754,0.04108341178680723,0.006046819681558379,0.07776129938188006,0.9041100005895082,0.9395893993545503
,10,3.0,3.0,0.0838656522395814,0.04350379448242971,0.006070125735984807,0.07791101164780757,0.957374617747443,0.9413983719300731
,10,3.0,4.0,0.19594758458104614,0.039687171736807234,0.006323947266017151,0.07952324984567187,0.87338337547426,0.9608790381739395
,10,4.0,0.1,0.043624338123894435,0.04338180534912651,0.006028787120673651,0.07764526463779778,0.9546900404305686,0.9381873521104435
,10,4.0,0.5,0.20344662264421629,0.04141584244371485,0.006086865310900558,0.07801836521550909,0.911425699757152,0.942695524562514
,10,4.0,1.0,0.05203699913232422,0.041912847507259036,0.006525116007977792,0.08077819017518152,0.9223631372471469,0.9760424760254491
,10,4.0,2.0,0.18659595550948585,0.039365106526174705,0.006244400078452608,0.07902151655373749,0.8662957854930321,0.9548165972662884
,10,4.0,3.0,0.18427487042129087,0.035554609653373495,0.005311324911670882,0.07287883720032093,0.7824393534179113,0.8805946327417455
,10,4.0,4.0,0.21441449603520318,0.03660063357018072,0.00538671565255771,0.0733942480890547,0.8054588798620347,0.8868223399844952
,30,0.1,0.1,0.31830543982791604,0.037030671990248655,0.004733681874623238,0.06880175778730685,0.8149226030367,0.8313313021744152
,30,0.1,0.5,0.47915509710166404,0.03058647557439937,0.0036273189121148373,0.06022722733211979,0.6731071555863658,0.7277252927046989
,30,0.1,1.0,0.3238512180050435,0.03753639925432586,0.004819926187592106,0.0694256882399599,0.8260519873097413,0.8388702507761909
,30,0.1,2.0,0.4750905203174057,0.03131579526450252,0.0034404214443107587,0.05865510586735616,0.6891570695728386,0.708729356750292
,30,0.1,3.0,0.5964667079516955,0.02443682394484167,0.0026829489175392617,0.05179719024753429,0.5377736646076515,0.6258651959238577
,30,0.1,4.0,0.7093590843987393,0.01808557867593943,0.0022556958549222413,0.047494166535715115,0.3980037644443144,0.573871781501327
,30,0.5,0.1,0.3396843218081814,0.03677601878668501,0.0049035365258921935,0.07002525634292382,0.8093185283503328,0.8461148292260631
,30,0.5,0.5,0.49314133845339436,0.030123511366208826,0.003246825225062274,0.05698091983341682,0.6629188447247425,0.6885001751067122
,30,0.5,1.0,0.33168728441512074,0.03727437159714142,0.004845675964449006,0.06961088969729524,0.8202856252918828,0.8411080390775765
,30,0.5,2.0,0.5576216446964439,0.030809395871252858,0.003597202594071091,0.05997668375353118,0.6780128939599335,0.7246979758724256
,30,0.5,3.0,0.6829531964590146,0.022731798152857717,0.002717940970207633,0.05213387545739941,0.5002516866912323,0.6299333616646997
,30,0.5,4.0,0.7779625606535239,0.016471652433420116,0.0016982513060699394,0.04120984477124295,0.36248658627888924,0.4979383524181314
,30,1.0,0.1,-0.028334319776714967,0.049343961371767074,0.006968153171497139,0.08347546448805863,1.085897373285901,1.0086336283296917
,30,1.0,0.5,-0.04235632272784766,0.044864403499317265,0.007058653722236933,0.08401579448078161,0.9873171216817272,1.0151624329838247
,30,1.0,1.0,-0.03420081774811057,0.05371344428253012,0.007212353048465701,0.08492557358337771,1.1820552390816141,1.0261552894220336
,30,1.0,2.0,-0.020000398620641492,0.04500063446967871,0.007032022196463391,0.08385715351991976,0.9903151147241004,1.0132455750311662
,30,1.0,3.0,-0.022804156624958404,0.047493132057469876,0.0074723184720497035,0.08644257326138378,1.0451667421220678,1.0444851890971785
,30,1.0,4.0,-0.04102429799792799,0.046335408155943766,0.006921790001476096,0.08319729563799592,1.0196890684876845,1.0052725154775772
,30,2.0,0.1,0.05562809816642276,0.0453929955629518,0.006572365713911547,0.08107012836989681,0.9989496845624396,0.9795699638015228
,30,2.0,0.5,0.11317642861543176,0.04323972727028112,0.006530093515511076,0.08080899402610502,0.9515633718711208,0.9764146788052005
,30,2.0,1.0,0.05502451522713677,0.0425905316658233,0.006457100263298108,0.08035608417100791,0.9372767239808512,0.9709421712455903
,30,2.0,2.0,0.05747895800282569,0.04224758941058233,0.006312431186313722,0.0794508098531017,0.9297296993034204,0.9600037460987132
,30,2.0,3.0,0.04785095640176516,0.03933375940728916,0.00632859678787457,0.07955247820071082,0.8656059390941702,0.9612322042446387
,30,2.0,4.0,0.13059193590685525,0.039626080973514055,0.00620597049139401,0.07877798227546838,0.8720389698459342,0.9518739737754259
,30,3.0,0.1,0.0937255953176913,0.04144876872997322,0.006347330882101497,0.0796701379570884,0.9121502984064304,0.9626538865043461
,30,3.0,0.5,0.1398346575265205,0.040128595165488626,0.0059160670364847975,0.07691597387074285,0.8830976450299719,0.9293753353460782
,30,3.0,1.0,0.05306845120758036,0.04033238191829987,0.006141235512101566,0.07836603544968679,0.8875823173877694,0.9468964222982919
,30,3.0,2.0,0.11658459793420739,0.038886366707878185,0.006117778200828252,0.07821622722190232,0.8557603056344367,0.9450862902161217
,30,3.0,3.0,0.13980558793436376,0.039206896178601076,0.005761406953756665,0.07590393239982145,0.8628140990600667,0.9171468432125411
,30,3.0,4.0,0.20840382676137376,0.034687151037891564,0.005358447141803754,0.07320141488935684,0.763349458610134,0.8844923373775436
,30,4.0,0.1,0.0979562265411108,0.04221721660657965,0.006195453244748064,0.07871120152016525,0.9290612943523597,0.9510670622363637
,30,4.0,0.5,0.1732286035136783,0.03600861907590695,0.005428014448544087,0.07367505988151002,0.7924305990672362,0.8902153874965877
,30,4.0,1.0,0.09092943336888608,0.0393358173174498,0.0061104333818738765,0.07816926110610152,0.8656512268897945,0.9445187988690626
,30,4.0,2.0,0.14302589222490844,0.03852945134503012,0.005737949990940518,0.07574925736230367,0.8479057790778427,0.9152779054922138
,30,4.0,3.0,0.25527734390366524,0.03536963416036144,0.005393008431783969,0.07343710527917048,0.7783686546657235,0.8873401832026384
,30,4.0,4.0,0.2614845158430117,0.03456758706511379,0.005354136731130632,0.07317196683929326,0.760718251054648,0.8841365167329384
,50,0.1,0.1,0.3138391279395546,0.036390609959532104,0.004659581796980767,0.06826112947337429,0.8008369548930789,0.8247988929065689
,50,0.1,0.5,0.5160839356854174,0.03047539237912609,0.003464355782731605,0.05885877829798716,0.6706625818916304,0.7111903297314901
,50,0.1,1.0,0.3225888354798704,0.0364513146557681,0.004902416720420289,0.07001726016076529,0.8021728644624817,0.8460182113962276
,50,0.1,2.0,0.5056571787883597,0.030301021887944635,0.0035796983973342238,0.059830580787204664,0.6668252641512503,0.7229326144462939
,50,0.1,3.0,0.6049234919263112,0.024365373459239816,0.00264779620833958,0.05145674113602201,0.5362012757584772,0.6217515509778583
,50,0.1,4.0,0.7140347841775353,0.017669714250653754,0.002202483104696051,0.04693062011838381,0.38885196401105715,0.5670624529024261
,50,0.5,0.1,0.3322187893647543,0.03715346557710979,0.004843103961933174,0.06959241310612224,0.8176248837154693,0.8408847865169793
,50,0.5,0.5,0.5317430501150556,0.030804838904848003,0.0035945878285134425,0.05995488160703382,0.6779126102025775,0.7244345406431415
,50,0.5,1.0,0.32304979759836555,0.03714922458336273,0.004738435624181949,0.06883629583426137,0.8175315534711591,0.8317486252265097
,50,0.5,2.0,0.5117251942834805,0.030320533683787947,0.003625916377816618,0.0602155825166262,0.667254654238007,0.7275845884561564
,50,0.5,3.0,0.6856378301925937,0.024118400926336252,0.0023785635465941265,0.04877051923646217,0.5307662272277528,0.5892939449295648
,50,0.5,4.0,0.7977020484317218,0.016528357723951025,0.0015435141431671658,0.0392875825569246,0.36373448215767773,0.4747116675027531
,50,1.0,0.1,-0.018589361616946264,0.04719262952775903,0.006982428446278398,0.08356092655229715,1.0385536754243974,1.0096662660330706
,50,1.0,0.5,-0.02747685606203132,0.04674746618971084,0.006956259489784353,0.08340419347841183,1.028757102834133,1.0077724610693999
,50,1.0,1.0,-0.023995481699196873,0.048035910165228915,0.007028817471306128,0.08383804310279509,1.057111492910355,1.013014663954701
,50,1.0,2.0,-0.01752125390304151,0.04868543164373494,0.007181123735811356,0.08474151129057916,1.0714053122105225,1.0239312656401636
,50,1.0,3.0,-0.014218248479336126,0.04557299480737349,0.00699820056410876,0.0836552482759376,1.0029108725432407,1.0108059549575856
,50,1.0,4.0,-0.025018957789133232,0.048836453511686743,0.007030787153552031,0.08384978922783307,1.074728803984562,1.013156592325972
,50,2.0,0.1,0.049659223407741385,0.04272762241949398,0.00644014255797884,0.0802504988020563,0.9402936380099294,0.9696663837499793
,50,2.0,0.5,0.06432328908471692,0.041122130262120485,0.006570550269634079,0.08105893084438061,0.9049620661608864,0.9794346641555851
,50,2.0,1.0,0.06580302753655315,0.04325229693660241,0.006388713379663044,0.07992942749490355,0.9518399886497886,0.9657868807190934
,50,2.0,2.0,0.08289704263633628,0.04045719642734939,0.006058577363053494,0.07783686377966095,0.8903290718792399,0.9405024436026262
,50,2.0,3.0,0.09825974976373439,0.039330727063734944,0.006050935415380905,0.0777877587759212,0.8655392072427159,0.9399091080830826
,50,2.0,4.0,0.09190409530385088,0.039965099727289156,0.005994434353576218,0.07742373249576784,0.8794996512339851,0.9355105803239352
,50,3.0,0.1,0.07448608209958814,0.04213853427549398,0.006217786632503308,0.07885294308079634,0.9273297565050798,0.952779724818851
,50,3.0,0.5,0.16260646711251736,0.0380921275047751,0.00590166893390776,0.0768223205449286,0.8382817279030631,0.9282437226692217
,50,3.0,1.0,0.10335915423359336,0.0404623997584257,0.006327141115474095,0.07954332854158226,0.8904435799850146,0.9611216489582272
,50,3.0,2.0,0.17013610522228786,0.03760574595195984,0.005825735699671723,0.07632650718899511,0.8275780787445056,0.9222528123192583
,50,3.0,3.0,0.1697402490365998,0.037941674368795184,0.005527398145275283,0.07434647365729785,0.8349707520385129,0.8983280768591045
,50,3.0,4.0,0.23114006139664953,0.036222478742574296,0.005567422442374001,0.0746151622820322,0.7971369429405261,0.9015746401950353
,50,4.0,0.1,0.09705672303471866,0.04138828644678916,0.006265127564676634,0.07915255880056332,0.9108192834126183,0.9563999800924999
,50,4.0,0.5,0.2269982118297254,0.036847605924305214,0.005666225351645397,0.07527433395019445,0.8108939244584231,0.9095394082311057
,50,4.0,1.0,0.11830072753275589,0.041303546240905625,0.0061621056546308905,0.07849908059736044,0.9089544317788522,0.9485040061656321
,50,4.0,2.0,0.1850088193642336,0.03599051969919077,0.005695435101928028,0.07546810652141757,0.7920322916535665,0.9118807612595936
,50,4.0,3.0,0.2598904474620742,0.03458160257961647,0.00531236873349856,0.07288599819923275,0.7610266861693126,0.8806811590565039
,50,4.0,4.0,0.2512297824914042,0.03457360140597991,0.00504143696255046,0.0710030771343782,0.7608506068032949,0.8579298330573017
,100,0.1,0.1,0.29562506186524085,0.03656362741090431,0.004876197768119551,0.06982977708771203,0.8046444967027481,0.8437528543433037
,100,0.1,0.5,0.510419236339415,0.029521057449440002,0.0036026813501792362,0.06002234042570513,0.6496608267716201,0.7252496452185585
,100,0.1,1.0,0.33375906198093525,0.03675890657093194,0.004868166280253752,0.06977224577332847,0.8089419450841991,0.8430577037535449
,100,0.1,2.0,0.5061081707171776,0.030224031197129592,0.0036777660488100765,0.06064458795976832,0.6651309537108373,0.7327682591232603
,100,0.1,3.0,0.6274866258612529,0.023672180464723212,0.002617044302525768,0.051157055256589666,0.5209463908445056,0.6181304479653167
,100,0.1,4.0,0.6990331197610092,0.01768977768486111,0.0021133629753747373,0.04597132775301076,0.3892934938335356,0.5554713279527278
,100,0.5,0.1,0.3109556258433686,0.03712379930114222,0.004729699367271664,0.06877280979625353,0.8169720271094574,0.8309815237403803
,100,0.5,0.5,0.5438217477792674,0.02994239813878139,0.003543612484434109,0.05952824946556138,0.65893314166274,0.7192795465684817
,100,0.5,1.0,0.32117478625920254,0.03667354889107517,0.004791556475910721,0.069221069595252,0.8070635048907192,0.8363978446949386
,100,0.5,2.0,0.5205578883815656,0.030401319060498026,0.0033778791751449184,0.05811952490467311,0.669032473163173,0.7022579346028586
,100,0.5,3.0,0.6580886657939805,0.023014127434467554,0.002239265657914707,0.04732087972464911,0.5064648203103996,0.571777957812425
,100,0.5,4.0,0.7732112927638497,0.015822890081572775,0.0015182972949735582,0.03896533452921402,0.34820947284549364,0.47081794616313355
,100,1.0,0.1,-0.01446202531882106,0.046401031662313255,0.006893374209880137,0.08302634648038018,1.021133224798029,1.003206937643859
,100,1.0,0.5,-0.023461666077940535,0.046832556624614455,0.00692681322813405,0.08322747880438318,1.0306296618501682,1.005637218529119
,100,1.0,1.0,-0.014902159275214455,0.04807136165469879,0.006858672521098462,0.0828171028296599,1.057891662929628,1.0006786476376244
,100,1.0,2.0,-0.017585469184395408,0.04784327322971084,0.006878122732150762,0.08293444840445231,1.0528721911505938,1.0020965336427778
,100,1.0,3.0,-0.012022473422504376,0.04677096492768675,0.006916935376526231,0.08316811514352258,1.0292742323294997,1.0049199277058576
,100,1.0,4.0,-0.01797918570679786,0.04560227707420482,0.006912361805449125,0.08314061465643086,1.0035552783783626,1.004587639455097
,100,2.0,0.1,0.0752820844730787,0.0417690701234759,0.006519827732115344,0.08074545022547923,0.9191990726068614,0.9756468793736416
,100,2.0,0.5,0.08555657762122602,0.041126426209367475,0.006151209872460781,0.0784296491925138,0.9050566057499585,0.9476650668411254
,100,2.0,1.0,0.05725181897779631,0.04154068442555421,0.006524857759393737,0.08077659165496981,0.9141730588338544,0.9760231611135647
,100,2.0,2.0,0.08505556737785952,0.04053178303869277,0.0062550417403689496,0.0790888218420843,0.8919704764825277,0.955629846735547
,100,2.0,3.0,0.11021020711158017,0.040013200006524086,0.006212558216317181,0.07881978315319817,0.880558179277204,0.9523790535761857
,100,2.0,4.0,0.11060513550326365,0.03863246712230724,0.005980486753719725,0.07733360688419831,0.8501728155873238,0.9344215930010098
,100,3.0,0.1,0.09003918064526464,0.040578899618670686,0.006269612882736732,0.07918088710501248,0.8930073565589114,0.9567422708563335
,100,3.0,0.5,0.15712445943428155,0.04007709481561245,0.005875370243728139,0.07665096374950636,0.8819642926784552,0.9261732193498852
,100,3.0,1.0,0.10703918514825062,0.040666318714098385,0.006115418761153155,0.07820114296577228,0.894931161690501,0.9449040272232243
,100,3.0,2.0,0.14729987321822152,0.03918691237968072,0.005979882802590449,0.0773297019429821,0.862374321746843,0.9343744096154308
,100,3.0,3.0,0.21468945902976913,0.036802012991279116,0.005827230120714448,0.07633629622083093,0.809890574811636,0.9223710931429584
,100,3.0,4.0,0.22639795210296626,0.036276412817648596,0.00550385588188267,0.07418797666659113,0.7983238535335474,0.8964129584971249
,100,4.0,0.1,0.1123641596357251,0.04013934987127108,0.0059816162500662354,0.07734090929169526,0.8833343205305796,0.9345098279550094
,100,4.0,0.5,0.21012449119988777,0.03642024120797892,0.0056851290118858705,0.07539979450824698,0.8014890406592208,0.9110553475392229
