base_estimator,n_estimators,max_samples,max_features,R-squared,MAE,MSE,RMSE,RAE,RRSE
,10,0.1,0.1,0.3123747314564925,0.03772048907201167,0.004891918235737516,0.06994224928995003,0.8301031952775735,0.8451118554117648
,10,0.1,0.5,0.40809696870528017,0.03255603616257002,0.004339128267893906,0.06587205984250004,0.7164506693571443,0.7959317762645802
,10,0.1,1.0,0.3123747314564925,0.03772048907201167,0.004891918235737516,0.06994224928995003,0.8301031952775735,0.8451118554117648
,10,0.1,2.0,0.40809696870528017,0.03255603616257002,0.004339128267893906,0.06587205984250004,0.7164506693571443,0.7959317762645802
,10,0.1,3.0,0.5412574919866312,0.027799744490257784,0.003309838287681505,0.05753119404011623,0.6117804221787203,0.6951491356495897
,10,0.1,4.0,0.6368287750121164,0.02351428681269325,0.002438856685404954,0.049384781921204775,0.5174716738329128,0.5967160779390566
,10,0.5,0.1,0.32288801472943507,0.03721128051231975,0.00479960254295189,0.06927916384420275,0.8188971992032386,0.8370997972203142
,10,0.5,0.5,0.4316970692794152,0.031889605110341626,0.004124737502972607,0.06422411932422746,0.7017847262716539,0.7760197190581833
,10,0.5,1.0,0.32288801472943507,0.03721128051231975,0.00479960254295189,0.06927916384420275,0.8188971992032386,0.8370997972203142
,10,0.5,2.0,0.4316970692794152,0.031889605110341626,0.004124737502972607,0.06422411932422746,0.7017847262716539,0.7760197190581833
,10,0.5,3.0,0.6168059040432754,0.026998511131873088,0.002724991130146283,0.052201447586693255,0.5941479262243764,0.6307498353718135
,10,0.5,4.0,0.7406062280838628,0.02188701508722754,0.0016684786099553373,0.040847014700652697,0.48166080573109327,0.49355427845327293
,10,1.0,0.1,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,1.0,0.5,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,1.0,1.0,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,1.0,2.0,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,1.0,3.0,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,1.0,4.0,-0.19011190268331454,0.06289445246963855,0.00816329684957454,0.09035096485137577,1.3840988609826657,1.0917102655256037
,10,2.0,0.1,-0.26413585385878624,0.06365844229012046,0.008113766023344612,0.09007644544132841,1.4009117498593409,1.0883932488393102
,10,2.0,0.5,-0.291916342000759,0.06443943307710842,0.008432763661543354,0.09183008037426164,1.4180987737742052,1.1095824111400863
,10,2.0,1.0,-0.26413585385878624,0.06365844229012046,0.008113766023344612,0.09007644544132841,1.4009117498593409,1.0883932488393102
,10,2.0,2.0,-0.291916342000759,0.06443943307710842,0.008432763661543354,0.09183008037426164,1.4180987737742052,1.1095824111400863
,10,2.0,3.0,-0.02312872563509053,0.05643202057542168,0.0073179653470934,0.08554510709031464,1.2418821109715015,1.0336411097502691
,10,2.0,4.0,0.048938663650985745,0.05173268494939759,0.006684265060517884,0.08175735477935844,1.1384652779766504,0.9878737171392288
,10,3.0,0.1,-0.004086422618944707,0.05084134799710843,0.006772983370136989,0.08229813710004005,1.1188498999588399,0.9944079872698691
,10,3.0,0.5,-0.03501820876314833,0.054380674005421695,0.007124430296650322,0.08440634038181209,1.196738758266614,1.0198813971920682
,10,3.0,1.0,-0.004086422618944707,0.05084134799710843,0.006772983370136989,0.08229813710004005,1.1188498999588399,0.9944079872698691
,10,3.0,2.0,-0.03501820876314833,0.054380674005421695,0.007124430296650322,0.08440634038181209,1.196738758266614,1.0198813971920682
,10,3.0,3.0,0.11054147903219816,0.04618495710981928,0.006191685285426095,0.07868726253610615,1.0163781386139394,0.950777807609293
,10,3.0,4.0,0.14296026420391486,0.04556991207090361,0.006013481576496659,0.0775466412973293,1.002843031710399,0.936995686770876
,10,4.0,0.1,0.12988229470507573,0.04426776334143574,0.006057404646103795,0.0778293302431917,0.974187045331369,0.9404114159183872
,10,4.0,0.5,0.15456229467418298,0.04442426039004017,0.005955671946504259,0.07717300011340922,0.9776310277211528,0.9324809821766341
,10,4.0,1.0,0.12988229470507573,0.04426776334143574,0.006057404646103795,0.0778293302431917,0.974187045331369,0.9404114159183872
,10,4.0,2.0,0.15456229467418298,0.04442426039004017,0.005955671946504259,0.07717300011340922,0.9776310277211528,0.9324809821766341
,10,4.0,3.0,0.22065085707508797,0.040497734617128515,0.005476766118772959,0.07400517629715478,0.8912211833468875,0.8942041825290562
,10,4.0,4.0,0.2494643478934908,0.03851000347485944,0.005134575468606075,0.07165595208080118,0.8474777957836916,0.8658185178354543
,30,0.1,0.1,0.3431871574366291,0.036721777093938715,0.00467539595616983,0.06837686711286084,0.8081248481098672,0.8261973502373016
,30,0.1,0.5,0.4419223546365793,0.031554254874361184,0.004026557329109724,0.06345515998805554,0.6944047768257967,0.766728387167577
,30,0.1,1.0,0.3431871574366291,0.036721777093938715,0.00467539595616983,0.06837686711286084,0.8081248481098672,0.8261973502373016
,30,0.1,2.0,0.4419223546365793,0.031554254874361184,0.004026557329109724,0.06345515998805554,0.6944047768257967,0.766728387167577
,30,0.1,3.0,0.5932195250074883,0.02547348539722056,0.002995454908819694,0.054730749207549625,0.5605871541782127,0.6613113744615359
,30,0.1,4.0,0.6808194069159339,0.02161561490081241,0.002254418898629836,0.04748072133645229,0.47568818534666424,0.5737093232245238
,30,0.5,0.1,0.3577674528497444,0.03700723378472152,0.004490916194422076,0.06701429843266343,0.8144068056603059,0.8097334395518748
,30,0.5,0.5,0.49026698553530074,0.03194519885320061,0.003621576573624367,0.06017953616990054,0.703008160662883,0.7271490406253188
,30,0.5,1.0,0.3577674528497444,0.03700723378472152,0.004490916194422076,0.06701429843266343,0.8144068056603059,0.8097334395518748
,30,0.5,2.0,0.49026698553530074,0.03194519885320061,0.003621576573624367,0.06017953616990054,0.703008160662883,0.7271490406253188
,30,0.5,3.0,0.6673394924839547,0.025535328351705095,0.0023481372420845717,0.0484575818844128,0.5619481130466148,0.5855127244383318
,30,0.5,4.0,0.7666536687822474,0.021039571088613127,0.001558111736176661,0.0394729240895156,0.46301136643761936,0.4769511483327663
,30,1.0,0.1,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,1.0,0.5,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,1.0,1.0,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,1.0,2.0,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,1.0,3.0,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,1.0,4.0,-0.015813296996499582,0.04658107646200803,0.006918278241423677,0.08317618794717438,1.0250954152997063,1.0050174713528208
,30,2.0,0.1,0.006861450444433237,0.048298464145481924,0.0067427780103143185,0.08211442023368562,1.0628894375580185,0.9921881372740305
,30,2.0,0.5,0.001956265503416954,0.04822538714795181,0.0068209790198993465,0.08258921854515483,1.0612812545613657,0.9979251229447184
,30,2.0,1.0,0.006861450444433237,0.048298464145481924,0.0067427780103143185,0.08211442023368562,1.0628894375580185,0.9921881372740305
,30,2.0,2.0,0.001956265503416954,0.04822538714795181,0.0068209790198993465,0.08258921854515483,1.0612812545613657,0.9979251229447184
,30,2.0,3.0,0.08818159396837048,0.04483402585694778,0.006390410852087946,0.07994004535955647,0.9866486102542172,0.9659151763256607
,30,2.0,4.0,0.09039318469609445,0.04332687441154619,0.0062999738131730805,0.07937237437026236,0.9534811921911419,0.9590560105439461
,30,3.0,0.1,0.04407374552893452,0.04565249267056225,0.006540602817237446,0.08087399345424613,1.0046603575545496,0.9772000665768937
,30,3.0,0.5,0.09094887042792213,0.04449815693488621,0.006307164998496931,0.07941766175415221,0.979257246243388,0.959603217781552
,30,3.0,1.0,0.04407374552893452,0.04565249267056225,0.006540602817237446,0.08087399345424613,1.0046603575545496,0.9772000665768937
,30,3.0,2.0,0.09094887042792213,0.04449815693488621,0.006307164998496931,0.07941766175415221,0.979257246243388,0.959603217781552
