hidden_layer_sizes,activation,solver,alpha,batch_size,learning_rate,R-squared,MAE,MSE,RMSE,RAE,RRSE
100,logistic,lbfgs,0.0001,200,invscaling,0.5984523480644747,0.029359078521128724,0.0028784186050885667,0.05365089565970513,0.6460962063420669,0.6482635093348567
100,logistic,lbfgs,0.0001,200,adaptive,0.5984523480644747,0.029359078521128724,0.0028784186050885667,0.05365089565970513,0.6460962063420669,0.6482635093348567
100,logistic,lbfgs,0.001,200,constant,0.5915666575899402,0.029326184933600962,0.0029154336595346797,0.0539947558521629,0.6453723272836906,0.6524183703552041
100,logistic,lbfgs,0.001,200,invscaling,0.5915666575899402,0.029326184933600962,0.0029154336595346797,0.0539947558521629,0.6453723272836906,0.6524183703552041
100,logistic,lbfgs,0.001,200,adaptive,0.5915666575899402,0.029326184933600962,0.0029154336595346797,0.0539947558521629,0.6453723272836906,0.6524183703552041
100,logistic,lbfgs,0.01,200,constant,0.6008349059865514,0.029100156043391105,0.002882377832886292,0.05368778103895049,0.6403981790527372,0.6487091951915182
100,logistic,lbfgs,0.01,200,invscaling,0.6008349059865514,0.029100156043391105,0.002882377832886292,0.05368778103895049,0.6403981790527372,0.6487091951915182
100,logistic,lbfgs,0.01,200,adaptive,0.6008349059865514,0.029100156043391105,0.002882377832886292,0.05368778103895049,0.6403981790527372,0.6487091951915182
100,logistic,sgd,1e-05,200,constant,-0.0015121623602230238,0.04546516816745966,0.006806066867723233,0.08249889009994761,1.0005379648601604,0.9968336847839427
100,logistic,sgd,1e-05,200,invscaling,-0.00842957276772054,0.04669591900590232,0.006835766075043928,0.08267869178357824,1.0276227198226795,0.9990062276461164
100,logistic,sgd,1e-05,200,adaptive,-0.00016665058746386796,0.045120895128968205,0.00680219443312071,0.08247541714426615,0.9929616540452586,0.9965500611754752
100,logistic,sgd,0.0001,200,constant,-0.0015121628383363394,0.04546516797668306,0.006806066888800233,0.08249889022768872,1.0005379606617988,0.996833686327438
100,logistic,sgd,0.0001,200,invscaling,-0.008429596696003771,0.0466959238867999,0.006835766178073331,0.08267869240664931,1.0276228272350905,0.9990062351746809
100,logistic,sgd,0.0001,200,adaptive,-0.0001666521979460045,0.04512089492022246,0.006802194464141348,0.08247541733232605,0.9929616494514553,0.9965500634478021
100,logistic,sgd,0.001,200,constant,-0.0015121676198778244,0.04546516606893121,0.006806067099571702,0.08249889150510874,1.0005379186784908,0.9968337017624977
100,logistic,sgd,0.001,200,invscaling,-0.008429835981445278,0.04669597269577318,0.0068357672083822945,0.08267869863745012,1.0276239013591453,0.9990063104614165
100,logistic,sgd,0.001,200,adaptive,-0.00016666830327687342,0.0451208928327803,0.006802194774349414,0.08247541921293527,0.992961603513758,0.996550086171194
100,logistic,sgd,0.01,200,constant,-0.0015122154762012175,0.04546514699283302,0.006806069207433584,0.08249890428019989,1.0005374988766682,0.9968338561238616
100,logistic,sgd,0.01,200,invscaling,-0.008432229096701282,0.046696460785229196,0.006835777512966738,0.08267876095447209,1.0276346425936043,0.9990070634376876
100,logistic,sgd,0.01,200,adaptive,-0.00016682940805311518,0.04512087195987091,0.00680219787660138,0.08247543802006377,0.9929611441700642,0.9965503134176354
100,logistic,adam,1e-05,200,constant,0.053514166747867,0.04466083588842782,0.006478394208069588,0.08048847251668768,0.9828372719127663,0.9725418189776572
100,logistic,adam,1e-05,200,invscaling,0.053514166747867,0.04466083588842782,0.006478394208069588,0.08048847251668768,0.9828372719127663,0.9725418189776572
100,logistic,adam,1e-05,200,adaptive,0.053514166747867,0.04466083588842782,0.006478394208069588,0.08048847251668768,0.9828372719127663,0.9725418189776572
100,logistic,adam,0.0001,200,constant,0.0535125743261035,0.04466083403452021,0.006478403985907289,0.08048853325727391,0.9828372311143919,0.972542552905863
100,logistic,adam,0.0001,200,invscaling,0.0535125743261035,0.04466083403452021,0.006478403985907289,0.08048853325727391,0.9828372311143919,0.972542552905863
100,logistic,adam,0.0001,200,adaptive,0.0535125743261035,0.04466083403452021,0.006478403985907289,0.08048853325727391,0.9828372311143919,0.972542552905863
100,logistic,adam,0.001,200,constant,0.05349662304672137,0.044660815899700376,0.006478501924272656,0.08048914165446576,0.9828368320269925,0.9725499041661506
100,logistic,adam,0.001,200,invscaling,0.05349662304672137,0.044660815899700376,0.006478501924272656,0.08048914165446576,0.9828368320269925,0.9725499041661506
100,logistic,adam,0.001,200,adaptive,0.05349662304672137,0.044660815899700376,0.006478501924272656,0.08048914165446576,0.9828368320269925,0.9725499041661506
100,logistic,adam,0.01,200,constant,0.05333436929910158,0.04466067515184314,0.006479497505639262,0.08049532598629104,0.9828337346322107,0.9726246294172886
100,logistic,adam,0.01,200,invscaling,0.05333436929910158,0.04466067515184314,0.006479497505639262,0.08049532598629104,0.9828337346322107,0.9726246294172886
100,logistic,adam,0.01,200,adaptive,0.05333436929910158,0.04466067515184314,0.006479497505639262,0.08049532598629104,0.9828337346322107,0.9726246294172886
100,relu,lbfgs,1e-05,200,constant,0.8713576626186427,0.011026976431567167,0.0008048184297388584,0.02836932198236078,0.2426672769968471,0.34278637848628174
100,relu,lbfgs,1e-05,200,invscaling,0.8713576626186427,0.011026976431567167,0.0008048184297388584,0.02836932198236078,0.2426672769968471,0.34278637848628174
100,relu,lbfgs,1e-05,200,adaptive,0.8713576626186427,0.011026976431567167,0.0008048184297388584,0.02836932198236078,0.2426672769968471,0.34278637848628174
100,relu,lbfgs,0.0001,200,constant,0.8755540628461196,0.011138262827765383,0.0007566697690430523,0.027507631105623258,0.2451163224718065,0.33237457184546104
100,relu,lbfgs,0.0001,200,invscaling,0.8755540628461196,0.011138262827765383,0.0007566697690430523,0.027507631105623258,0.2451163224718065,0.33237457184546104
100,relu,lbfgs,0.0001,200,adaptive,0.8755540628461196,0.011138262827765383,0.0007566697690430523,0.027507631105623258,0.2451163224718065,0.33237457184546104
100,relu,lbfgs,0.001,200,constant,0.8853226088223408,0.010870102007940561,0.0007185197134215068,0.026805218026002078,0.23921498983107978,0.323887318046641
100,relu,lbfgs,0.001,200,invscaling,0.8853226088223408,0.010870102007940561,0.0007185197134215068,0.026805218026002078,0.23921498983107978,0.323887318046641
100,relu,lbfgs,0.001,200,adaptive,0.8853226088223408,0.010870102007940561,0.0007185197134215068,0.026805218026002078,0.23921498983107978,0.323887318046641
100,relu,lbfgs,0.01,200,constant,0.8839560806845224,0.010506600423170604,0.0007376060242060832,0.02715890322170767,0.23121552231542938,0.3281608945330835
100,relu,lbfgs,0.01,200,invscaling,0.8839560806845224,0.010506600423170604,0.0007376060242060832,0.02715890322170767,0.23121552231542938,0.3281608945330835
100,relu,lbfgs,0.01,200,adaptive,0.8839560806845224,0.010506600423170604,0.0007376060242060832,0.02715890322170767,0.23121552231542938,0.3281608945330835
100,relu,sgd,1e-05,200,constant,0.04331459799923445,0.04400761142385263,0.006477898502812131,0.08048539310217806,0.9684619621376952,0.9725046104272285
100,relu,sgd,1e-05,200,invscaling,-5.190245856771396,0.1744142601243271,0.036721443835457286,0.19162840038850526,3.838280950036909,2.315445022800952
100,relu,sgd,1e-05,200,adaptive,0.06025307361202625,0.042930028197990466,0.006381098314066594,0.07988177710884126,0.9447479196909494,0.965211121337818
100,relu,sgd,0.0001,200,constant,0.043314767371886095,0.04400760568752991,0.006477897524994178,0.08048538702767216,0.9684618359002064,0.9725045370290034
100,relu,sgd,0.0001,200,invscaling,-5.190245508825962,0.17441425452159592,0.03672144183869335,0.19162839517851563,3.8382808267393282,2.315444959848673
100,relu,sgd,0.0001,200,adaptive,0.060253273241629025,0.0429300212680078,0.006381097143058767,0.07988176977921037,0.9447477671849535,0.9652110327739238
100,relu,sgd,0.001,200,constant,0.043316482193044493,0.04400754974512217,0.006477887605455322,0.08048532540441967,0.9684606047928545,0.9725037924355456
100,relu,sgd,0.001,200,invscaling,-5.190242027434569,0.1744141984567849,0.03672142186033398,0.19162834305064055,3.838279592938285,2.315444329987814
100,relu,sgd,0.001,200,adaptive,0.06025505637824682,0.04292995747895715,0.006381086451566369,0.0798817028584542,0.9447463633989456,0.965210224170755
100,relu,sgd,0.01,200,constant,0.043332488345507306,0.044007033164878376,0.006477796300279341,0.08048475818612702,0.9684492365703965,0.9724969387396952
100,relu,sgd,0.01,200,invscaling,-5.190207280645618,0.17441363901749501,0.03672122246511762,0.1916278227844736,3.8382672815299888,2.315438043614268
100,relu,sgd,0.01,200,adaptive,0.06027305036279371,0.04292936801148399,0.006380983706911346,0.07988105975080292,0.9447333911696606,0.9652024535041562
100,relu,adam,1e-05,200,constant,0.5714094436183905,0.024651588824527993,0.0032055321293211064,0.056617418956723085,0.5424999292252888,0.6841079957949927
100,relu,adam,1e-05,200,invscaling,0.5714094436183905,0.024651588824527993,0.0032055321293211064,0.056617418956723085,0.5424999292252888,0.6841079957949927
100,relu,adam,1e-05,200,adaptive,0.5714094436183905,0.024651588824527993,0.0032055321293211064,0.056617418956723085,0.5424999292252888,0.6841079957949927
100,relu,adam,0.0001,200,constant,0.5735211013915857,0.024521496913733128,0.0031936732039252896,0.05651259332153577,0.539637036577624,0.6828413881587325
100,relu,adam,0.0001,200,invscaling,0.5735211013915857,0.024521496913733128,0.0031936732039252896,0.05651259332153577,0.539637036577624,0.6828413881587325
100,relu,adam,0.0001,200,adaptive,0.5735211013915857,0.024521496913733128,0.0031936732039252896,0.05651259332153577,0.539637036577624,0.6828413881587325
100,relu,adam,0.001,200,constant,0.5739557423040342,0.024417354386268898,0.0031934384557237407,0.056510516328589146,0.5373452040235099,0.6828162918631369
100,relu,adam,0.001,200,invscaling,0.5739557423040342,0.024417354386268898,0.0031934384557237407,0.056510516328589146,0.5373452040235099,0.6828162918631369
100,relu,adam,0.001,200,adaptive,0.5739557423040342,0.024417354386268898,0.0031934384557237407,0.056510516328589146,0.5373452040235099,0.6828162918631369
100,relu,adam,0.01,200,constant,0.5713576838846786,0.024347308674026992,0.003212745563927869,0.05668108647448344,0.5358037295893769,0.6848772901000822
100,relu,adam,0.01,200,invscaling,0.5713576838846786,0.024347308674026992,0.003212745563927869,0.05668108647448344,0.5358037295893769,0.6848772901000822
100,relu,adam,0.01,200,adaptive,0.5713576838846786,0.024347308674026992,0.003212745563927869,0.05668108647448344,0.5358037295893769,0.6848772901000822
100,identity,lbfgs,1e-05,200,constant,0.631691283183798,0.028384191147970344,0.0026868054122500553,0.05183440375127368,0.6246421599231673,0.6263148465071724
100,identity,lbfgs,1e-05,200,invscaling,0.631691283183798,0.028384191147970344,0.0026868054122500553,0.05183440375127368,0.6246421599231673,0.6263148465071724
100,identity,lbfgs,1e-05,200,adaptive,0.631691283183798,0.028384191147970344,0.0026868054122500553,0.05183440375127368,0.6246421599231673,0.6263148465071724
100,identity,lbfgs,0.0001,200,constant,0.6320176517229716,0.028380398094422072,0.0026849820462311685,0.05181681238971738,0.6245586873609673,0.6261022901716957
100,identity,lbfgs,0.0001,200,invscaling,0.6320176517229716,0.028380398094422072,0.0026849820462311685,0.05181681238971738,0.6245586873609673,0.6261022901716957
100,identity,lbfgs,0.0001,200,adaptive,0.6320176517229716,0.028380398094422072,0.0026849820462311685,0.05181681238971738,0.6245586873609673,0.6261022901716957
100,identity,lbfgs,0.001,200,constant,0.6322319852682992,0.028407764710357962,0.0026840608922765103,0.05180792306468684,0.6251609360563367,0.6259948805009147
100,identity,lbfgs,0.001,200,invscaling,0.6322319852682992,0.028407764710357962,0.0026840608922765103,0.05180792306468684,0.6251609360563367,0.6259948805009147
100,identity,lbfgs,0.001,200,adaptive,0.6322319852682992,0.028407764710357962,0.0026840608922765103,0.05180792306468684,0.6251609360563367,0.6259948805009147
100,identity,lbfgs,0.01,200,constant,0.6319875721340918,0.028394840861476922,0.0026855544759556878,0.051822335686031056,0.6248765248910692,0.6261690281339864
100,identity,lbfgs,0.01,200,invscaling,0.6319875721340918,0.028394840861476922,0.0026855544759556878,0.051822335686031056,0.6248765248910692,0.6261690281339864
100,identity,lbfgs,0.01,200,adaptive,0.6319875721340918,0.028394840861476922,0.0026855544759556878,0.051822335686031056,0.6248765248910692,0.6261690281339864
100,identity,sgd,1e-05,200,constant,-0.02928704263943178,0.0480309206499126,0.00678677346789134,0.08238187584591249,1.0570016901822132,0.995419802125876
100,identity,sgd,1e-05,200,invscaling,-3.176431165686499,0.14726886875929265,0.024508386095321678,0.1565515445318943,3.2409006757208205,1.8916115453830185
100,identity,sgd,1e-05,200,adaptive,-0.0004257851162945525,0.04698664873032947,0.006618512473337089,0.08135424065982724,1.034020719401858,0.9830028912084328
100,identity,sgd,0.0001,200,constant,-0.02928687224740788,0.0480309102427265,0.006786772628948086,0.08238187075411729,1.0570014611544714,0.9954197406017395
100,identity,sgd,0.0001,200,invscaling,-3.176430559794488,0.1472688570862084,0.024508382661821794,0.15655153356585746,3.2409004188348476,1.891611412880449
100,identity,sgd,0.0001,200,adaptive,-0.00042560602674919236,0.046986638736477036,0.006618511608510502,0.0813542353446365,1.034020499470223,0.983002826985009
100,identity,sgd,0.001,200,constant,-0.02928516834757241,0.04803080617095311,0.006786764239632442,0.08238181983685747,1.0569991708789803,0.9954191253687387
100,identity,sgd,0.001,200,invscaling,-3.1764245008788308,0.14726874035539034,0.02450834832684853,0.15655142390552865,3.240897849975656,1.8916100878552333
100,identity,sgd,0.001,200,adaptive,-0.00042381515653291404,0.04698653879803651,0.006618502960388859,0.08135418219359629,1.0340183001557164,0.9830021847612507
100,identity,sgd,0.01,200,constant,-0.02926813138993316,0.048029765461990656,0.00678668035816575,0.08238131073347735,1.0569762683171011,0.9954129738750915
100,identity,sgd,0.01,200,invscaling,-3.1763639121656255,0.14726757304963484,0.024508004979650295,0.1565503273061104,3.24087216143711,1.8915968376498369
100,identity,sgd,0.01,200,adaptive,-0.00040590897774690494,0.04698553942201068,0.00661841649359122,0.08135365076990227,1.0339963071950542,0.9829957635713601
100,identity,adam,1e-05,200,constant,0.544782236143688,0.027731677941741296,0.003289467003633182,0.05735387522768782,0.6102825025916443,0.693006593307985
100,identity,adam,1e-05,200,invscaling,0.544782236143688,0.027731677941741296,0.003289467003633182,0.05735387522768782,0.6102825025916443,0.693006593307985
100,identity,adam,1e-05,200,adaptive,0.544782236143688,0.027731677941741296,0.003289467003633182,0.05735387522768782,0.6102825025916443,0.693006593307985
100,identity,adam,0.0001,200,constant,0.5447838209583691,0.027731344722969536,0.0032894650039093456,0.05735385779447923,0.6102751695486757,0.693006382662611
100,identity,adam,0.0001,200,invscaling,0.5447838209583691,0.027731344722969536,0.0032894650039093456,0.05735385779447923,0.6102751695486757,0.693006382662611
100,identity,adam,0.0001,200,adaptive,0.5447838209583691,0.027731344722969536,0.0032894650039093456,0.05735385779447923,0.6102751695486757,0.693006382662611
100,identity,adam,0.001,200,constant,0.5447996928100853,0.0277280089803568,0.003289444897633742,0.05735368251153314,0.6102017608875056,0.6930042647196324
100,identity,adam,0.001,200,invscaling,0.5447996928100853,0.0277280089803568,0.003289444897633742,0.05735368251153314,0.6102017608875056,0.6930042647196324
100,identity,adam,0.001,200,adaptive,0.5447996928100853,0.0277280089803568,0.003289444897633742,0.05735368251153314,0.6102017608875056,0.6930042647196324
100,identity,adam,0.01,200,constant,0.5449585839068857,0.02769505760354927,0.0032892475426754067,0.05735196197755929,0.6094766100782331,0.6929834755160581
100,identity,adam,0.01,200,invscaling,0.5449585839068857,0.02769505760354927,0.0032892475426754067,0.05735196197755929,0.6094766100782331,0.6929834755160581
100,identity,adam,0.01,200,adaptive,0.5449585839068857,0.02769505760354927,0.0032892475426754067,0.05735196197755929,0.6094766100782331,0.6929834755160581
