hidden_layer_sizes,activation,solver,alpha,batch_size,learning_rate,R-squared,MAE,MSE,RMSE,RAE,RRSE
50,logistic,adam,0.0001,200,invscaling,-0.03352075669246433,0.04662326368839292,0.007029781930553596,0.08384379482438516,1.0260238166084787,1.013084161978487
50,logistic,adam,0.0001,200,adaptive,-0.03352075669246433,0.04662326368839292,0.007029781930553596,0.08384379482438516,1.0260238166084787,1.013084161978487
50,logistic,adam,0.001,200,constant,-0.03351600604418893,0.046622902574956535,0.00702974973604025,0.08384360283313361,1.0260158696962096,1.0130818421491354
50,logistic,adam,0.001,200,invscaling,-0.03351600604418893,0.046622902574956535,0.00702974973604025,0.08384360283313361,1.0260158696962096,1.0130818421491354
50,logistic,adam,0.001,200,adaptive,-0.03351600604418893,0.046622902574956535,0.00702974973604025,0.08384360283313361,1.0260158696962096,1.0130818421491354
50,logistic,adam,0.01,200,constant,-0.03347455071739315,0.04661944493448351,0.007029464092132889,0.08384189938290335,1.0259397784663398,1.013061259368351
50,logistic,adam,0.01,200,invscaling,-0.03347455071739315,0.04661944493448351,0.007029464092132889,0.08384189938290335,1.0259397784663398,1.013061259368351
50,logistic,adam,0.01,200,adaptive,-0.03347455071739315,0.04661944493448351,0.007029464092132889,0.08384189938290335,1.0259397784663398,1.013061259368351
50,relu,lbfgs,1e-05,200,constant,0.8882233977560166,0.01179284465736133,0.0007054408699753579,0.02656013685912326,0.2595215033611872,0.32092600350828804
50,relu,lbfgs,1e-05,200,invscaling,0.8882233977560166,0.01179284465736133,0.0007054408699753579,0.02656013685912326,0.2595215033611872,0.32092600350828804
50,relu,lbfgs,1e-05,200,adaptive,0.8882233977560166,0.01179284465736133,0.0007054408699753579,0.02656013685912326,0.2595215033611872,0.32092600350828804
50,relu,lbfgs,0.0001,200,constant,0.8902575967892433,0.011687215247747271,0.0006612613243239962,0.025715001931246206,0.2571969494491603,0.31071424231641437
50,relu,lbfgs,0.0001,200,invscaling,0.8902575967892433,0.011687215247747271,0.0006612613243239962,0.025715001931246206,0.2571969494491603,0.31071424231641437
50,relu,lbfgs,0.0001,200,adaptive,0.8902575967892433,0.011687215247747271,0.0006612613243239962,0.025715001931246206,0.2571969494491603,0.31071424231641437
50,relu,lbfgs,0.001,200,constant,0.8871389488192778,0.011598554582639947,0.0006880999303134647,0.026231658931784408,0.25524582147569946,0.31695700632199025
50,relu,lbfgs,0.001,200,invscaling,0.8871389488192778,0.011598554582639947,0.0006880999303134647,0.026231658931784408,0.25524582147569946,0.31695700632199025
50,relu,lbfgs,0.001,200,adaptive,0.8871389488192778,0.011598554582639947,0.0006880999303134647,0.026231658931784408,0.25524582147569946,0.31695700632199025
50,relu,lbfgs,0.01,200,constant,0.8854276248102881,0.011371759724560648,0.0007519252428845334,0.027421255311975295,0.25025481682555456,0.3313308935541056
50,relu,lbfgs,0.01,200,invscaling,0.8854276248102881,0.011371759724560648,0.0007519252428845334,0.027421255311975295,0.25025481682555456,0.3313308935541056
50,relu,lbfgs,0.01,200,adaptive,0.8854276248102881,0.011371759724560648,0.0007519252428845334,0.027421255311975295,0.25025481682555456,0.3313308935541056
50,relu,sgd,1e-05,200,constant,-0.40528451184146774,0.058326800161852065,0.009257238231017248,0.09621454272103178,1.2835799422493477,1.1625598481896315
50,relu,sgd,1e-05,200,invscaling,-28.53410193058385,0.40116149235969073,0.1706497207089454,0.4130977132700512,8.828237512890224,4.991457645017061
50,relu,sgd,1e-05,200,adaptive,-0.3877242114536206,0.05715887773038619,0.009157089141409797,0.09569268070970631,1.2578778327049744,1.1562541920642206
50,relu,sgd,0.0001,200,constant,-0.40528386165805985,0.05832679745543419,0.009257234132651901,0.09621452142297389,1.2835798826900424,1.1625595908453024
50,relu,sgd,0.0001,200,invscaling,-28.53409824060288,0.40116146664795516,0.17064969957181358,0.41309768768635535,8.82823694705997,4.991457335889389
50,relu,sgd,0.0001,200,adaptive,-0.38772342590369463,0.05715887262001804,0.009157084158064533,0.09569265467142467,1.2578777202426752,1.1562538774437912
50,relu,sgd,0.001,200,constant,-0.40527726646297985,0.05832676859282846,0.009257192590937087,0.0962143055420403,1.28357924751956,1.1625569823570399
50,relu,sgd,0.001,200,invscaling,-28.5340623099354,0.40116121716748737,0.17064949406400381,0.41309743894631423,8.828231456820088,4.991454330364691
50,relu,sgd,0.001,200,adaptive,-0.38771559001131983,0.05715882622901623,0.009157034918385678,0.0956923973907315,1.2578766993301744,1.1562507687224366
50,relu,sgd,0.01,200,constant,-0.4052110784354309,0.05832638104160152,0.00925677152681809,0.09621211735960336,1.2835707187989698,1.1625305425593777
50,relu,sgd,0.01,200,invscaling,-28.53369583862979,0.4011586586298872,0.1706473905658203,0.4130948929311766,8.828175151870461,4.991423566876261
50,relu,sgd,0.01,200,adaptive,-0.3876379404415987,0.05715832134291514,0.00915654262024497,0.09568982506120999,1.2578655884571162,1.156219687277434
50,relu,adam,1e-05,200,constant,-0.2620155053081545,0.05669284780524102,0.008458638135264707,0.09197085481425464,1.247622055553744,1.111283388008643
50,relu,adam,1e-05,200,invscaling,-0.2620155053081545,0.05669284780524102,0.008458638135264707,0.09197085481425464,1.247622055553744,1.111283388008643
50,relu,adam,1e-05,200,adaptive,-0.2620155053081545,0.05669284780524102,0.008458638135264707,0.09197085481425464,1.247622055553744,1.111283388008643
50,relu,adam,0.0001,200,constant,-0.22009551721455206,0.054521450532799,0.008220835198845176,0.0906688215366516,1.1998367839834303,1.0955509262961043
50,relu,adam,0.0001,200,invscaling,-0.22009551721455206,0.054521450532799,0.008220835198845176,0.0906688215366516,1.1998367839834303,1.0955509262961043
50,relu,adam,0.0001,200,adaptive,-0.22009551721455206,0.054521450532799,0.008220835198845176,0.0906688215366516,1.1998367839834303,1.0955509262961043
50,relu,adam,0.001,200,constant,-0.21281969507299867,0.0543728594746398,0.008173190278533107,0.09040569826362223,1.1965667862924634,1.0923716090775513
50,relu,adam,0.001,200,invscaling,-0.21281969507299867,0.0543728594746398,0.008173190278533107,0.09040569826362223,1.1965667862924634,1.0923716090775513
50,relu,adam,0.001,200,adaptive,-0.21281969507299867,0.0543728594746398,0.008173190278533107,0.09040569826362223,1.1965667862924634,1.0923716090775513
50,relu,adam,0.01,200,constant,-0.1892154250802148,0.05326931573716642,0.008051865776931021,0.08973218919056317,1.1722814388555205,1.0842336022483745
50,relu,adam,0.01,200,invscaling,-0.1892154250802148,0.05326931573716642,0.008051865776931021,0.08973218919056317,1.1722814388555205,1.0842336022483745
50,relu,adam,0.01,200,adaptive,-0.1892154250802148,0.05326931573716642,0.008051865776931021,0.08973218919056317,1.1722814388555205,1.0842336022483745
50,identity,lbfgs,1e-05,200,constant,0.6296465600083563,0.028580479703837626,0.002687076682178869,0.051837020382916196,0.62896182176824,0.6263464632544858
50,identity,lbfgs,1e-05,200,invscaling,0.6296465600083563,0.028580479703837626,0.002687076682178869,0.051837020382916196,0.62896182176824,0.6263464632544858
50,identity,lbfgs,1e-05,200,adaptive,0.6296465600083563,0.028580479703837626,0.002687076682178869,0.051837020382916196,0.62896182176824,0.6263464632544858
50,identity,lbfgs,0.0001,200,constant,0.6296781970894082,0.028579164541869973,0.0026867634533768035,0.051833999010078353,0.6289328794035328,0.6263099560212927
50,identity,lbfgs,0.0001,200,invscaling,0.6296781970894082,0.028579164541869973,0.0026867634533768035,0.051833999010078353,0.6289328794035328,0.6263099560212927
50,identity,lbfgs,0.0001,200,adaptive,0.6296781970894082,0.028579164541869973,0.0026867634533768035,0.051833999010078353,0.6289328794035328,0.6263099560212927
50,identity,lbfgs,0.001,200,constant,0.6288644093679138,0.028652751549673887,0.002692207439548288,0.05188648609752146,0.6305522860393357,0.6269441572416498
50,identity,lbfgs,0.001,200,invscaling,0.6288644093679138,0.028652751549673887,0.002692207439548288,0.05188648609752146,0.6305522860393357,0.6269441572416498
50,identity,lbfgs,0.001,200,adaptive,0.6288644093679138,0.028652751549673887,0.002692207439548288,0.05188648609752146,0.6305522860393357,0.6269441572416498
50,identity,lbfgs,0.01,200,constant,0.6327134114860701,0.028479591546543875,0.0026782332104604237,0.05175164935014558,0.626741607137,0.6253149254838875
50,identity,lbfgs,0.01,200,invscaling,0.6327134114860701,0.028479591546543875,0.0026782332104604237,0.05175164935014558,0.626741607137,0.6253149254838875
50,identity,lbfgs,0.01,200,adaptive,0.6327134114860701,0.028479591546543875,0.0026782332104604237,0.05175164935014558,0.626741607137,0.6253149254838875
50,identity,sgd,1e-05,200,constant,-1.8440041370687232,0.08619520070605599,0.017637139708348175,0.1328048933900712,1.8968712570797257,1.6046808760091118
50,identity,sgd,1e-05,200,invscaling,-19.520492698445242,0.31910594154936767,0.11952928941674583,0.3457300817353703,7.022466257170981,4.177454883325051
50,identity,sgd,1e-05,200,adaptive,-1.801957257522212,0.08554026866784356,0.017389657479804865,0.13186985053379285,1.882458369257092,1.5933827577589676
50,identity,sgd,0.0001,200,constant,-1.844001499150724,0.08619516076469036,0.017637124348035566,0.13280483555968722,1.8968703781023835,1.6046801772448656
50,identity,sgd,0.0001,200,invscaling,-19.520489208774585,0.31910591214996203,0.11952926936909355,0.3457300527421554,7.022465610187309,4.177454533000178
50,identity,sgd,0.0001,200,adaptive,-1.8019542096950953,0.08554022221077626,0.017389639733273662,0.13186978324572185,1.882457346890708,1.5933819447175355
50,identity,sgd,0.001,200,constant,-1.8439751201867378,0.08619476135293172,0.01763697074615288,0.1328042572591439,1.896861588370722,1.6046731896422346
50,identity,sgd,0.001,200,invscaling,-19.52045431209723,0.3191056181560031,0.11952906889273662,0.3457297628101125,7.022459140352725,4.177451029752724
50,identity,sgd,0.001,200,adaptive,-1.8019237317195231,0.08553975764273222,0.017389462269663904,0.13186911036957785,1.8824471232847244,1.5933738143583849
50,identity,sgd,0.01,200,constant,-1.8437113521464048,0.08619076742507809,0.017635434851659148,0.13279847458332927,1.8967736952294991,1.604603317598705
50,identity,sgd,0.01,200,invscaling,-19.520105348201206,0.3191026782260259,0.11952706414565398,0.3457268635001538,7.022394442218422,4.177415997404702
50,identity,sgd,0.01,200,adaptive,-1.8016189815230537,0.0855351122252352,0.017387687803785697,0.1318623820647333,1.8823448930114024,1.5932925162839209
50,identity,adam,1e-05,200,constant,-0.10334767938138793,0.04956001684752738,0.007549083695549951,0.08688546308531682,1.090652039654183,1.0498366246693374
50,identity,adam,1e-05,200,invscaling,-0.10334767938138793,0.04956001684752738,0.007549083695549951,0.08688546308531682,1.090652039654183,1.0498366246693374
50,identity,adam,1e-05,200,adaptive,-0.10334767938138793,0.04956001684752738,0.007549083695549951,0.08688546308531682,1.090652039654183,1.0498366246693374
50,identity,adam,0.0001,200,constant,-0.10336149353440027,0.04956040161774532,0.007549163851995612,0.08688592436059832,1.090660507173964,1.049842198256303
50,identity,adam,0.0001,200,invscaling,-0.10336149353440027,0.04956040161774532,0.007549163851995612,0.08688592436059832,1.090660507173964,1.049842198256303
50,identity,adam,0.0001,200,adaptive,-0.10336149353440027,0.04956040161774532,0.007549163851995612,0.08688592436059832,1.090660507173964,1.049842198256303
50,identity,adam,0.001,200,constant,-0.10350002009564288,0.04956425913907959,0.00754996774517928,0.08689055037907908,1.0907453984588917,1.0498980944149359
50,identity,adam,0.001,200,invscaling,-0.10350002009564288,0.04956425913907959,0.00754996774517928,0.08689055037907908,1.0907453984588917,1.0498980944149359
50,identity,adam,0.001,200,adaptive,-0.10350002009564288,0.04956425913907959,0.00754996774517928,0.08689055037907908,1.0907453984588917,1.0498980944149359
50,identity,adam,0.01,200,constant,-0.1049224599884296,0.049603778793243763,0.0075582315442406555,0.08693809029556984,1.0916150953266952,1.0504725189929198
50,identity,adam,0.01,200,invscaling,-0.1049224599884296,0.049603778793243763,0.0075582315442406555,0.08693809029556984,1.0916150953266952,1.0504725189929198
50,identity,adam,0.01,200,adaptive,-0.1049224599884296,0.049603778793243763,0.0075582315442406555,0.08693809029556984,1.0916150953266952,1.0504725189929198
100,tanh,lbfgs,1e-05,200,constant,0.6425916148258347,0.027703124936909452,0.0025723336474583044,0.05071817866858297,0.6096541454009292,0.6128275043031886
100,tanh,lbfgs,1e-05,200,invscaling,0.6425916148258347,0.027703124936909452,0.0025723336474583044,0.05071817866858297,0.6096541454009292,0.6128275043031886
100,tanh,lbfgs,1e-05,200,adaptive,0.6425916148258347,0.027703124936909452,0.0025723336474583044,0.05071817866858297,0.6096541454009292,0.6128275043031886
100,tanh,lbfgs,0.0001,200,constant,0.6289419969517477,0.02838887410334251,0.0027023781442811036,0.05198440289434037,0.6247452162809563,0.628127285417762
100,tanh,lbfgs,0.0001,200,invscaling,0.6289419969517477,0.02838887410334251,0.0027023781442811036,0.05198440289434037,0.6247452162809563,0.628127285417762
100,tanh,lbfgs,0.0001,200,adaptive,0.6289419969517477,0.02838887410334251,0.0027023781442811036,0.05198440289434037,0.6247452162809563,0.628127285417762
100,tanh,lbfgs,0.001,200,constant,0.6287795234030129,0.028418149580406716,0.002703413060772536,0.05199435604729167,0.6253894726957625,0.6282475493160962
100,tanh,lbfgs,0.001,200,invscaling,0.6287795234030129,0.028418149580406716,0.002703413060772536,0.05199435604729167,0.6253894726957625,0.6282475493160962
100,tanh,lbfgs,0.001,200,adaptive,0.6287795234030129,0.028418149580406716,0.002703413060772536,0.05199435604729167,0.6253894726957625,0.6282475493160962
100,tanh,lbfgs,0.01,200,constant,0.6278017255006605,0.028460019351907933,0.0027077809243076143,0.05203634234174818,0.6263108878726005,0.6287548695062563
100,tanh,lbfgs,0.01,200,invscaling,0.6278017255006605,0.028460019351907933,0.0027077809243076143,0.05203634234174818,0.6263108878726005,0.6287548695062563
100,tanh,lbfgs,0.01,200,adaptive,0.6278017255006605,0.028460019351907933,0.0027077809243076143,0.05203634234174818,0.6263108878726005,0.6287548695062563
100,tanh,sgd,1e-05,200,constant,-0.011083471791582233,0.04718425220644905,0.006693106070378344,0.0818114055030125,1.0383693182922826,0.98852681176826
100,tanh,sgd,1e-05,200,invscaling,-2.9985203224954198,0.14398437708381578,0.023515137682241623,0.15334646289445877,3.1686198781555803,1.852884559664695
100,tanh,sgd,1e-05,200,adaptive,0.014568229809414735,0.04642068372992807,0.006541065042230354,0.08087685108997725,1.0215657018024953,0.9772345953754287
100,tanh,sgd,0.0001,200,constant,-0.011083327259017561,0.04718424291688139,0.006693105372889303,0.08181140124022632,1.0383691138596258,0.9885267602610355
100,tanh,sgd,0.0001,200,invscaling,-2.9985197601474805,0.14398436599270797,0.023515134494161045,0.1533464524994336,3.1686196340769834,1.8528844340616568
100,tanh,sgd,0.0001,200,adaptive,0.014568388587568658,0.04642067416764217,0.006541064284942219,0.08087684640824108,1.0215654913682122,0.9772345388060335
100,tanh,sgd,0.001,200,constant,-0.011081881953114704,0.047184150021304765,0.006693098398112442,0.08181135861304616,1.0383670695352578,0.9885262451970265
100,tanh,sgd,0.001,200,invscaling,-2.9985141366720702,0.14398425508165155,0.023515102613378046,0.15334634854921733,3.1686171932914955,1.852883178031703
100,tanh,sgd,0.001,200,adaptive,0.01456997634463838,0.04642057854489121,0.006541056712201549,0.08087679959173427,1.0215633870277578,0.9772339731224111
100,tanh,sgd,0.01,200,constant,-0.011067430868422722,0.04718322107552201,0.006693028661698025,0.08181093240941595,1.0383466265112813,0.9885210953806514
100,tanh,sgd,0.01,200,invscaling,-2.9984579023173916,0.14398314597326672,0.023514783807833083,0.15334530905062954,3.168592785484577,1.8528706177753609
100,tanh,sgd,0.01,200,adaptive,0.014585851467915767,0.04641962232823037,0.006540980998865145,0.0808763315121621,1.0215423438619593,0.9772283173192344
100,tanh,adam,1e-05,200,constant,0.5421138712732861,0.027982394328145484,0.0033203454679560595,0.057622438927522494,0.6157999409542605,0.6962516471769652
100,tanh,adam,1e-05,200,invscaling,0.5421138712732861,0.027982394328145484,0.0033203454679560595,0.057622438927522494,0.6157999409542605,0.6962516471769652
100,tanh,adam,1e-05,200,adaptive,0.5421138712732861,0.027982394328145484,0.0033203454679560595,0.057622438927522494,0.6157999409542605,0.6962516471769652
100,tanh,adam,0.0001,200,constant,0.5421155848034211,0.027982089504316642,0.003320341553282613,0.057622404959205,0.6157932327900627,0.6962512367379514
100,tanh,adam,0.0001,200,invscaling,0.5421155848034211,0.027982089504316642,0.003320341553282613,0.057622404959205,0.6157932327900627,0.6962512367379514
100,tanh,adam,0.0001,200,adaptive,0.5421155848034211,0.027982089504316642,0.003320341553282613,0.057622404959205,0.6157932327900627,0.6962512367379514
100,tanh,adam,0.001,200,constant,0.5421327547259838,0.027979036784878657,0.0033203022417101617,0.05762206384459135,0.6157260525328047,0.6962471150517463
100,tanh,adam,0.001,200,invscaling,0.5421327547259838,0.027979036784878657,0.0033203022417101617,0.05762206384459135,0.6157260525328047,0.6962471150517463
100,tanh,adam,0.001,200,adaptive,0.5421327547259838,0.027979036784878657,0.0033203022417101617,0.05762206384459135,0.6157260525328047,0.6962471150517463
100,tanh,adam,0.01,200,constant,0.5423047956752246,0.02794820493118936,0.0033199133564519264,0.05761868929828174,0.6150475454165539,0.6962063404252246
100,tanh,adam,0.01,200,invscaling,0.5423047956752246,0.02794820493118936,0.0033199133564519264,0.05761868929828174,0.6150475454165539,0.6962063404252246
100,tanh,adam,0.01,200,adaptive,0.5423047956752246,0.02794820493118936,0.0033199133564519264,0.05761868929828174,0.6150475454165539,0.6962063404252246
100,logistic,lbfgs,1e-05,200,constant,0.6014425043568257,0.02922749948663752,0.002872458511154437,0.053595321728248234,0.6432005870208495,0.6475920097934085
100,logistic,lbfgs,1e-05,200,invscaling,0.6014425043568257,0.02922749948663752,0.002872458511154437,0.053595321728248234,0.6432005870208495,0.6475920097934085
100,logistic,lbfgs,1e-05,200,adaptive,0.6014425043568257,0.02922749948663752,0.002872458511154437,0.053595321728248234,0.6432005870208495,0.6475920097934085
100,logistic,lbfgs,0.0001,200,constant,0.5984523480644747,0.029359078521128724,0.0028784186050885667,0.05365089565970513,0.6460962063420669,0.6482635093348567
