Kernel,C,degree/gamma,R-squared,MAE,MSE,RMSE,RAE,RRSE
rbf,1.0,10.0,-0.9249340429702773,0.0989585564321474,0.011751974060616122,0.10840652222360112,2.1777504988749796,1.3098754767712117
rbf,10.0,0.0001,0.08490775057245105,0.06456793033895027,0.005964832212334427,0.07723232621340903,1.4209265734730825,0.9331978191521986
rbf,10.0,0.001,0.5796272499809237,0.03735860487692735,0.0028070965452355007,0.05298203983649082,0.8221393211590153,0.6401817277007503
rbf,10.0,0.01,0.5980826427405476,0.03667145725228761,0.0024590729953546057,0.049589041081216784,0.8070174748395816,0.59918414036849
rbf,10.0,0.1,0.32951001483670067,0.048512885034067935,0.003613023050053932,0.06010842744619037,1.0676081320693676,0.726289834265204
rbf,10.0,1.0,-0.6006255023319984,0.09349978165387376,0.009348906135710223,0.09668974162603923,2.0576209221588653,1.1683016742300787
rbf,10.0,10.0,-0.9249340429702773,0.0989585564321474,0.011751974060616122,0.10840652222360112,2.1777504988749796,1.3098754767712117
rbf,100.0,0.0001,0.5820303597384444,0.03561588703789547,0.0028602984355102002,0.053481757969518914,0.7837878659621902,0.6462198194532122
rbf,100.0,0.001,0.5547679924453683,0.040146446950495164,0.002767938631791585,0.05261120253132012,0.883490503769079,0.6357009023596966
rbf,100.0,0.01,0.6088277839289501,0.03626475566849972,0.002335030342373224,0.04832215167367058,0.7980673182394838,0.5838763218656223
rbf,100.0,0.1,0.44307926442051604,0.04368767840711221,0.003235364100718394,0.056880261081665176,0.9614212946913108,0.687283915902585
rbf,100.0,1.0,-0.6006255023319984,0.09349978165387376,0.009348906135710223,0.09668974162603923,2.0576209221588653,1.1683016742300787
rbf,100.0,10.0,-0.9249340429702773,0.0989585564321474,0.011751974060616122,0.10840652222360112,2.1777504988749796,1.3098754767712117
