base_estimator,n_estimators,learning_rate,R-squared,MAE,MSE,RMSE,RAE,RRSE
LinearRegression(),50,10.0,-8.222761402431548,0.33389856948578406,0.1644837198882946,0.40556592545268716,3.6473162570308464,3.0656420305668566
LinearRegression(),100,0.001,0.743321991782693,0.03405860415515578,0.004433825751727264,0.0665869788451711,0.37203663621016764,0.5033259162696508
LinearRegression(),100,0.01,0.7425153139623026,0.03463959562290026,0.004440009709511212,0.06663339785356298,0.3783830534133443,0.503676794028882
LinearRegression(),100,0.1,0.7234176741139404,0.03617307751999846,0.004767368033013664,0.06904612974681248,0.3951339291711001,0.5219144511796372
LinearRegression(),100,0.5,0.7296385623439259,0.035945313923481034,0.004662613821752854,0.06828333487574295,0.39264597041878446,0.516148542678223
LinearRegression(),100,1.0,0.7134973879362967,0.03605201451530219,0.004912879167508671,0.07009193368361777,0.39381150641908375,0.5298196037163647
LinearRegression(),100,2.0,0.7305321120013243,0.03642149267160034,0.004647703016378171,0.06817406410342698,0.39784747365356266,0.5153225732086467
LinearRegression(),100,10.0,-8.092505383074872,0.32067439788602214,0.15798648006788726,0.3974751313829423,3.502862999456675,3.004484332633566
LinearRegression(),200,0.001,0.7448237669136777,0.033988979359387925,0.004408384701263987,0.06639566778987908,0.37127609491797925,0.5018798105314514
LinearRegression(),200,0.01,0.7356815726352035,0.0352471529135439,0.004558362568878577,0.06751564684485054,0.38501966041245417,0.5103456471533092
LinearRegression(),200,0.1,0.7234176741139404,0.03617307751999846,0.004767368033013664,0.06904612974681248,0.3951339291711001,0.5219144511796372
LinearRegression(),200,0.5,0.7296385623439259,0.035945313923481034,0.004662613821752854,0.06828333487574295,0.39264597041878446,0.516148542678223
LinearRegression(),200,1.0,0.7134973879362967,0.03605201451530219,0.004912879167508671,0.07009193368361777,0.39381150641908375,0.5298196037163647
LinearRegression(),200,2.0,0.7305321120013243,0.03642149267160034,0.004647703016378171,0.06817406410342698,0.39784747365356266,0.5153225732086467
LinearRegression(),200,10.0,-8.249415293124375,0.3257699302271654,0.16066667540565266,0.4008324779825765,3.5585236690267776,3.0298622606129224
