base_estimator,n_estimators,max_samples,max_features,R-squared,MAE,MSE,RMSE,RAE,RRSE
,1,0.1,0.1,-0.15145987222469454,0.09137825233395126,0.01444022194147615,0.12016747455728671,0.9981635614371123,0.9083368142890681
,1,0.1,0.5,0.002266405707462804,0.0714718653155983,0.015580558953113935,0.12482210923195432,0.7807176193877028,0.9435208443075356
,1,0.1,1.0,0.0159305509977409,0.08744877577593618,0.017035635418747946,0.1305206321573258,0.9552402157224484,0.9865955463369731
,1,0.1,2.0,0.20695032444612632,0.0805894243914368,0.016746099384425027,0.12940672078537893,0.8803125996625756,0.9781755748702995
,1,0.1,3.0,0.10869986041094641,0.054106938824884224,0.0088605419712065,0.09413045188039044,0.5910331329004864,0.7115249372063931
,1,0.1,4.0,0.3588814071085242,0.03640641461625155,0.008211364421293655,0.09061657917452885,0.39768276963436683,0.6849638402771402
,1,0.5,0.1,0.022427308454697835,0.08355858696626818,0.015154920153251256,0.12310532138478522,0.9127460268127062,0.9305437753489602
,1,0.5,0.5,0.13249005185781498,0.0661543424278458,0.011940495652005941,0.10927257502230805,0.7226320525477434,0.8259830960965118
,1,0.5,1.0,0.049041381065996405,0.08119290578620605,0.014997698112480373,0.12246508936215403,0.886904683915429,0.9257043101110898
,1,0.5,2.0,0.17537183862956565,0.06427974345057427,0.015747597397039164,0.1254894314157139,0.7021550096668905,0.9485650820160648
,1,0.5,3.0,0.36036593381299,0.03627948814514619,0.009934945721934933,0.09967419787454992,0.39629629774195035,0.7534296921670378
,1,0.5,4.0,0.7775428437954874,0.029615552961601583,0.007150369777245385,0.08455985913685869,0.32350329605831507,0.6391815534784328
,1,1.0,0.1,-1.5646582122828527,0.12683866861445783,0.026614997836224553,0.16314103664076846,1.3855127884198875,1.2331707065329682
,1,1.0,0.5,-0.32591830586487064,0.11005984691686747,0.03511270697044372,0.18738384927854299,1.2022305741663497,1.4164202861877784
,1,1.0,1.0,-0.468157370178255,0.11974532485421688,0.07223688401973735,0.26876920214142347,1.3080291739998602,2.031605987823029
,1,1.0,2.0,-0.7049468378949442,0.11125525057831324,0.022454019756272894,0.1498466541377314,1.2152884773937278,1.1326794788090122
,1,1.0,3.0,-1.2191960818966305,0.10647038149638555,0.03420629702630058,0.18494944451471212,1.1630213148923858,1.3980188054542035
,1,1.0,4.0,-0.773308731538074,0.13695942375662654,0.03533966537395651,0.1879884713857648,1.4960661065137886,1.4209905787793964
,1,2.0,0.1,-0.12914228948415327,0.11693991226385543,0.02396917650554287,0.1548198194855648,1.2773844576590196,1.170271257995736
,1,2.0,0.5,-0.2415969645784457,0.10504786010843374,0.01920597131779717,0.13858561006755776,1.1474825080258544,1.0475581018810647
,1,2.0,1.0,-0.45049263869472506,0.09682396117710843,0.0232692399974806,0.15254258421005132,1.05764935805281,1.1530578094884154
,1,2.0,2.0,-0.03540201057153769,0.10607421826084337,0.0190117424246665,0.1378830751929565,1.1586938551741361,1.0422476941166239
,1,2.0,3.0,-0.19270096382816582,0.10645843017771084,0.024688412202561592,0.1571254664354623,1.1628907655493252,1.187699468192055
,1,2.0,4.0,-0.07860153409352717,0.10209988618915664,0.02571100491684501,0.16034651513782583,1.1152805335830136,1.212047130716826
,1,3.0,0.1,-0.2973350285821686,0.11934492024738955,0.01947327026253223,0.13954665980428277,1.3036553839769787,1.0548226038558814
,1,3.0,0.5,-0.3985540625133982,0.1013660473626506,0.02339287458492648,0.15294729348676453,1.107264499593776,1.1561169761762171
,1,3.0,1.0,-0.856697544130235,0.11071168695602411,0.019644894769661796,0.14016024675228636,1.2093509004841925,1.0594606609981512
,1,3.0,2.0,-0.2606655521245151,0.1006276334451807,0.02303080780183594,0.1517590452059973,1.0991984899377494,1.1471350976611452
,1,3.0,3.0,-0.3181912046078218,0.09692544771626506,0.017951775667798882,0.13398423663923634,1.0587579387355779,1.0127766695789044
,1,3.0,4.0,-0.2015398864481157,0.09488967509277109,0.021413122305379274,0.14633223262623746,1.0365203274851829,1.1061142334996623
,1,4.0,0.1,-0.3299752805092432,0.10535670464126508,0.02119151836344989,0.14557306881236615,1.15085614837186,1.1003757718838556
,1,4.0,0.5,-0.07224043284059348,0.09877508644769076,0.025506462741878115,0.15970742857449716,1.0789623302223468,1.2072163239188336
,1,4.0,1.0,-0.31785358687467813,0.1090044384437751,0.021773797179364777,0.14755946997520958,1.190701897994882,1.1153908274203448
,1,4.0,2.0,-0.15947890456515806,0.11434495867650603,0.021976674936685085,0.14824532011731462,1.2490386746268975,1.120575116558937
,1,4.0,3.0,-0.31209210852462255,0.09790739238855423,0.01686745063625475,0.12987474980247218,1.0694841385281098,0.9817133706669372
,1,4.0,4.0,-0.0270808277319309,0.08573672756626505,0.02454833298587139,0.15667907641376813,0.9365387840943625,1.1843252399183066
,5,0.1,0.1,0.23180856132585853,0.07273741881331498,0.011892004469495007,0.10905046753450902,0.7945417991482596,0.824304202463768
,5,0.1,0.5,0.4644970582140509,0.05706092027345984,0.009490419180969479,0.09741878248556322,0.6233007301440142,0.7363811785249036
