n_estimators,max_depth,min_samples_split,min_samples_leaf,R-squared,MAE,MSE,RMSE,RAE,RRSE
10,,2,1,0.7626985306723055,0.019438437653250273,0.001560234601278288,0.03949980507899106,0.4277757156425545,0.4772759511968654
10,,2,2,0.7752957391776649,0.019116800892493027,0.001682922512962615,0.04102343858043368,0.420697554425885,0.4956860073280845
10,,2,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,,5,1,0.7778328563158948,0.01917949145073921,0.0016012050106317822,0.040015059797928354,0.4220771662494365,0.48350177144072953
10,,5,2,0.7825215185873546,0.019051175783870257,0.0016349935021387925,0.04043505288903172,0.4192533628552455,0.4885765459023151
10,,5,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,,10,1,0.7523467737988238,0.019844633137631275,0.0018324927106477048,0.042807624445274986,0.43671473466874683,0.517244316389388
10,,10,2,0.7582301631240884,0.01942110015681142,0.001798548983841302,0.04240930303413747,0.42739417469369434,0.5124314007306257
10,,10,4,0.7457858174938933,0.019923545316658714,0.0018925976761652342,0.043503996094212245,0.43845133070895026,0.5256585716108608
10,10.0,2,1,0.7647058108371214,0.019476070117883194,0.001565872806443933,0.03957111075575126,0.42860388171108876,0.4781375373397186
10,10.0,2,2,0.7708116018773093,0.01938898784213241,0.0017164171406708207,0.041429664983811065,0.4266874888664794,0.500594438969342
10,10.0,2,4,0.7488572679440157,0.020064981087580976,0.001853528460297741,0.04305262431371334,0.4415638641955914,0.5202046485990832
10,10.0,5,1,0.7778803606078186,0.01931793865189369,0.0016127809921772471,0.040159444619880476,0.42512393120087094,0.48524637253680536
10,10.0,5,2,0.7781949636829762,0.019326454713036366,0.001668317636166455,0.040845044205710626,0.4253113415377894,0.49353046897254454
10,10.0,5,4,0.7488572679440157,0.020064981087580976,0.001853528460297741,0.04305262431371334,0.4415638641955914,0.5202046485990832
10,10.0,10,1,0.75259928968596,0.019920695575253087,0.0018463441944660836,0.04296910744320952,0.43838861732678785,0.519195514662068
10,10.0,10,2,0.7567514192938949,0.019652891248226164,0.0018171766750658363,0.04262835529393359,0.4324951299133609,0.5150782081122556
10,10.0,10,4,0.7456732087456414,0.019999576820257263,0.0018905708386933319,0.04348069501161788,0.4401245326114607,0.5253770247440623
10,20.0,2,1,0.7626997553126048,0.019437449951367695,0.0015602389343711634,0.039499859928500546,0.42775397959117023,0.4772766139432197
10,20.0,2,2,0.7752957403705197,0.019116798730532507,0.001682922505868635,0.041023438493971165,0.42069750684828516,0.4956860062833583
10,20.0,2,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,20.0,5,1,0.777830738259031,0.01917892279331206,0.0016010982751854524,0.04001372608475062,0.4220646519804302,0.483485656190939
10,20.0,5,2,0.7825215502534973,0.019051117137648396,0.001634993313818336,0.0404350505603534,0.4192520722458882,0.48857651776490635
10,20.0,5,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,20.0,10,1,0.7523504594265971,0.01984548836074454,0.0018324594537729739,0.042807235997819035,0.4367335553006225,0.5172396227806814
10,20.0,10,2,0.758230114781614,0.01942117497494466,0.0017985492713369067,0.042409306423671994,0.4273958211933287,0.5124314416863547
10,20.0,10,4,0.7457858174938933,0.019923545316658714,0.0018925976761652342,0.043503996094212245,0.43845133070895026,0.5256585716108608
10,30.0,2,1,0.7626985306723055,0.019438437653250273,0.001560234601278288,0.03949980507899106,0.4277757156425545,0.4772759511968654
10,30.0,2,2,0.7752957391776649,0.019116800892493027,0.001682922512962615,0.04102343858043368,0.420697554425885,0.4956860073280845
10,30.0,2,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,30.0,5,1,0.7778328563158948,0.01917949145073921,0.0016012050106317822,0.040015059797928354,0.4220771662494365,0.48350177144072953
10,30.0,5,2,0.7825215185873546,0.019051175783870257,0.0016349935021387925,0.04043505288903172,0.4192533628552455,0.4885765459023151
10,30.0,5,4,0.7491265982116873,0.01998229062824521,0.0018534686673226549,0.04305192989080344,0.4397441207033332,0.520196257890466
10,30.0,10,1,0.7523467737988238,0.019844633137631275,0.0018324927106477048,0.042807624445274986,0.43671473466874683,0.517244316389388
10,30.0,10,2,0.7582301631240884,0.01942110015681142,0.001798548983841302,0.04240930303413747,0.42739417469369434,0.5124314007306257
10,30.0,10,4,0.7457858174938933,0.019923545316658714,0.0018925976761652342,0.043503996094212245,0.43845133070895026,0.5256585716108608
50,,2,1,0.6906208152935994,0.010330952742046406,0.0016724616609529457,0.04089574135472966,0.2273500978490091,0.4941430423756953
50,,2,2,0.786524616662207,0.008576468001917078,0.0011994438464758325,0.034632987836394256,0.18873969208076205,0.4184702223048729
50,,2,4,0.8933283435494138,0.007645861765981465,0.0007152534569915464,0.026744222871333285,0.1682601270220848,0.3231503138916906
50,,5,1,0.7483933425092626,0.009173757472225317,0.0013477981533136527,0.03671237057605587,0.2018840576498821,0.4435953937579896
50,,5,2,0.7993037797598275,0.008348340100013013,0.001139647889058823,0.03375867131654951,0.18371935154538324,0.40790586008026086
50,,5,4,0.8933283435494138,0.007645861765981465,0.0007152534569915464,0.026744222871333285,0.1682601270220848,0.3231503138916906
50,,10,1,0.7890595327013463,0.008336553688360943,0.001125851987090259,0.03355371793244765,0.18345997161118988,0.4054294093445518
50,,10,2,0.8502393352503631,0.007618099565664482,0.0008726042096329622,0.029539874908891577,0.16764917282297387,0.3569301637611465
50,,10,4,0.8908983484387744,0.007435277288234618,0.0007016607749946649,0.026488880214057084,0.16362585922349407,0.32006500981515346
50,10.0,2,1,0.6986789702927974,0.010098983298460845,0.001644146528826012,0.04054807675865789,0.22224521768800365,0.48994221276512373
50,10.0,2,2,0.7731525563930257,0.00877102892202234,0.0012447498047589603,0.03528101195769419,0.19302133437726554,0.42630029458683566
50,10.0,2,4,0.8943777284073,0.007708047216070278,0.0006975311793286127,0.0264108155748476,0.169628623085854,0.3191217551621485
50,10.0,5,1,0.7530887335892466,0.009116613930714852,0.0013317787077079416,0.03649354337013524,0.2006265173166495,0.44095130570123436
50,10.0,5,2,0.7836289678983825,0.008688277991909252,0.0012053593829866485,0.03471828600300782,0.1912002601232195,0.41950087963405275
50,10.0,5,4,0.8943777284073,0.007708047216070278,0.0006975311793286127,0.0264108155748476,0.169628623085854,0.3191217551621485
50,10.0,10,1,0.7936915519028094,0.008231229099714972,0.0010946222573640142,0.03308507605196056,0.18114212580040506,0.3997668117992507
50,10.0,10,2,0.8465649717094628,0.007827285465451281,0.0008885580405714813,0.029808690688647853,0.17225266254678237,0.360178263510584
50,10.0,10,4,0.8903847502408372,0.007636617525953078,0.000699861888050946,0.026454902911387634,0.16805669187651107,0.3196544622335075
50,20.0,2,1,0.6906139369027604,0.010329198919594575,0.0016724789873389493,0.04089595319024793,0.22731150201801562,0.4941456019832244
50,20.0,2,2,0.7865887229842076,0.00857777607915807,0.0011995108346233377,0.03463395493765241,0.1887684785340698,0.4184819077846358
50,20.0,2,4,0.8932986107667424,0.00765130013058897,0.0007156938890191906,0.026752455756793442,0.16837980743845363,0.32324979180635965
50,20.0,5,1,0.7481795042115128,0.009183070417610548,0.001348827536486043,0.03672638746849522,0.20208900477310118,0.44376475980064317
50,20.0,5,2,0.7983757279627138,0.00834365458658743,0.0011449947667205745,0.03383777130250416,0.1836162388933,0.4088616248229138
50,20.0,5,4,0.8932986107667424,0.00765130013058897,0.0007156938890191906,0.026752455756793442,0.16837980743845363,0.32324979180635965
