Kernel,R-squared,MAE,MSE,RMSE,RAE,RRSE
1**2 * RBF(length_scale=1),-1481.1534432066285,0.3111290313681945,23.88455626130124,4.887182855316674,3.398594896321621,36.94184405556615
"1**2 * Matern(length_scale=1, nu=0.5)",0.8827630201589745,0.011768576872868742,0.001984594983892123,0.04454879329333313,0.1285531765429109,0.33674094533123966
"1**2 * Matern(length_scale=1, nu=1.5)",-0.4751093911970206,0.0569079361094979,0.026303469010394348,0.1621834424668386,0.6216296189764943,1.2259323248948941
"1**2 * ExpSineSquared(length_scale=1, periodicity=5)",-11.749487964298115,0.07634731769726096,0.2113191000601943,0.45969457258074553,0.833974261844732,3.4747963635110724
"1**2 * RationalQuadratic(alpha=1, length_scale=1)",0.7852809367421306,0.019742066766862115,0.0037339201852302764,0.061105811386727174,0.21565100197061574,0.46189418770807256
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),0.744810945600095,0.03390424619098307,0.004405204651727797,0.0663717157509718,0.3703505184379461,0.501698758888343
"RationalQuadratic(alpha=1, length_scale=1)",0.8446604163283083,0.014609029216274261,0.0026650746470354364,0.051624360984281796,0.1595806470270736,0.39022462416663917
RBF(length_scale=1),-4.962392332683577,0.2884647853120329,0.10134143139135295,0.3183416896847677,3.1510236856354226,2.406320656475233
