n_estimators,max_depth,min_samples_split,min_samples_leaf,R-squared,MAE,MSE,RMSE,RAE,RRSE
100,,2,1,0.8777455518322697,0.007056570194704818,0.0007848434731487542,0.028015057971540133,0.15529176875575867,0.33850580817964065
100,,2,2,0.8302799216966233,0.00859908380435271,0.001116480124476631,0.033413771479386026,0.18923739108539966,0.4037384370380292
100,,2,3,0.8267772403251555,0.009578353930667055,0.0012545263864015613,0.03541929398508052,0.21078788740429744,0.42797115564608035
100,,2,4,0.8163450975640032,0.0104069959973729,0.0013820802109617005,0.0371763393970103,0.22902355836818003,0.44920152674785835
100,,3,1,0.8806729357910663,0.006989997003301204,0.0008028116363766977,0.02833393083172008,0.15382671301911474,0.3423587473865279
100,,3,2,0.8302799216966233,0.00859908380435271,0.001116480124476631,0.033413771479386026,0.18923739108539966,0.4037384370380292
100,,3,3,0.8267772403251555,0.009578353930667055,0.0012545263864015613,0.03541929398508052,0.21078788740429744,0.42797115564608035
100,,3,4,0.8163450975640032,0.0104069959973729,0.0013820802109617005,0.0371763393970103,0.22902355836818003,0.44920152674785835
100,3.0,2,1,0.647781169727195,0.02638465001534897,0.002549664151632692,0.050494199187953184,0.5806388735365781,0.6101211613363718
100,3.0,2,2,0.6409787174668519,0.02632820231839756,0.0025994076007374114,0.0509843858523118,0.5793966464404242,0.6160440843996102
100,3.0,2,3,0.6366681832156649,0.026197465836519534,0.002665916008590914,0.051632509222300185,0.5765195689152862,0.6238753559029891
100,3.0,2,4,0.6342383339585821,0.026183780034982274,0.002683397459655724,0.05180151985854975,0.576218389692389,0.6259175105925397
100,3.0,3,1,0.6461737614992484,0.026402376360654435,0.002561935049624792,0.05061556133863174,0.5810289717627852,0.6115875796082739
100,3.0,3,2,0.6409787174668519,0.02632820231839756,0.0025994076007374114,0.0509843858523118,0.5793966464404242,0.6160440843996102
100,3.0,3,3,0.6366681832156649,0.026197465836519534,0.002665916008590914,0.051632509222300185,0.5765195689152862,0.6238753559029891
100,3.0,3,4,0.6342383339585821,0.026183780034982274,0.002683397459655724,0.05180151985854975,0.576218389692389,0.6259175105925397
100,5.0,2,1,0.8015465140596577,0.016705300531433532,0.0013871643072878512,0.03724465474786753,0.36762840807131597,0.4500269807974802
100,5.0,2,2,0.7753380695170506,0.017127030798940214,0.0015655417586908245,0.03956692758720121,0.37690929628923464,0.47808699213462835
100,5.0,2,3,0.7838386587297947,0.01712418779915075,0.0015734971928969832,0.0396673315575548,0.3768467312677446,0.4793001728163715
100,5.0,2,4,0.7590383681340477,0.01779180797041481,0.0017668441864223008,0.04203384572487153,0.39153884292992513,0.5078947519027298
100,5.0,3,1,0.8030372670592281,0.016785499135795457,0.0013784213587956023,0.03712709736561158,0.36939331407798365,0.4486065355237829
100,5.0,3,2,0.7753380695170506,0.017127030798940214,0.0015655417586908245,0.03956692758720121,0.37690929628923464,0.47808699213462835
100,5.0,3,3,0.7838386587297947,0.01712418779915075,0.0015734971928969832,0.0396673315575548,0.3768467312677446,0.4793001728163715
100,5.0,3,4,0.7590383681340477,0.01779180797041481,0.0017668441864223008,0.04203384572487153,0.39153884292992513,0.5078947519027298
100,7.0,2,1,0.850963933864529,0.011577148138931256,0.0009742284070151612,0.031212632170567755,0.2547747364564095,0.37714208155647233
100,7.0,2,2,0.8306873053846966,0.012176084743316832,0.0011660963861493917,0.03414815348081638,0.2679553499982968,0.4126119711624027
100,7.0,2,3,0.820985847692923,0.012649517262314855,0.0012965363121070809,0.036007448008808965,0.2783740337544459,0.43507781783248595
100,7.0,2,4,0.8002034287796527,0.013477226696090732,0.0014827058399994153,0.03850591954491433,0.29658918055243794,0.4652668371592476
100,7.0,3,1,0.8461961759644216,0.011901483749062075,0.0010119040806449166,0.031810439805902035,0.26191229042072606,0.38436538828460276
100,7.0,3,2,0.8306873053846966,0.012176084743316832,0.0011660963861493917,0.03414815348081638,0.2679553499982968,0.4126119711624027
100,7.0,3,3,0.820985847692923,0.012649517262314855,0.0012965363121070809,0.036007448008808965,0.2783740337544459,0.43507781783248595
100,7.0,3,4,0.8002034287796527,0.013477226696090732,0.0014827058399994153,0.03850591954491433,0.29658918055243794,0.4652668371592476
100,10.0,2,1,0.868399097318998,0.008129362034514203,0.0008309985241750873,0.028827045012888287,0.17890036864409475,0.34831704362103
100,10.0,2,2,0.838156697219187,0.009026181245622645,0.0010712282583523896,0.03272962355958879,0.19863639304468528,0.3954718810758517
100,10.0,2,3,0.8312484476576859,0.009851987614112108,0.001203350293429197,0.03468933976640658,0.2168096596705497,0.4191511223990538
100,10.0,2,4,0.8128761831118876,0.010831292950775107,0.0014116330389439802,0.037571705297257674,0.238360930852755,0.4539787309830188
100,10.0,3,1,0.8705159702521408,0.008222147552304911,0.0008613882994888877,0.029349417362000352,0.18094227098121743,0.3546288661554153
100,10.0,3,2,0.838156697219187,0.009026181245622645,0.0010712282583523896,0.03272962355958879,0.19863639304468528,0.3954718810758517
100,10.0,3,3,0.8312484476576859,0.009851987614112108,0.001203350293429197,0.03468933976640658,0.2168096596705497,0.4191511223990538
100,10.0,3,4,0.8128761831118876,0.010831292950775107,0.0014116330389439802,0.037571705297257674,0.238360930852755,0.4539787309830188
200,,2,1,0.8756794672068515,0.007008250450933737,0.0007935411453446706,0.028169862359349054,0.15422841102402848,0.3403763088389021
200,,2,2,0.8323266923832124,0.008439921539404732,0.0011143163983572649,0.03338137801765027,0.18573475609971055,0.40334702699862335
200,,2,3,0.8261107407094805,0.009446514214713191,0.0012561416371749763,0.03544208849905683,0.20788653134635082,0.42824658164674934
200,,2,4,0.815670023731154,0.010312308833132508,0.0013950673646467382,0.03735060059285176,0.22693980708283304,0.4513071239232269
200,,3,1,0.881900569437939,0.006893265254213854,0.0007858563771482108,0.028033129991997162,0.15169796718422104,0.3387241723142593
200,,3,2,0.8323266923832124,0.008439921539404732,0.0011143163983572649,0.03338137801765027,0.18573475609971055,0.40334702699862335
200,,3,3,0.8261107407094805,0.009446514214713191,0.0012561416371749763,0.03544208849905683,0.20788653134635082,0.42824658164674934
200,,3,4,0.815670023731154,0.010312308833132508,0.0013950673646467382,0.03735060059285176,0.22693980708283304,0.4513071239232269
200,3.0,2,1,0.6416495978038984,0.02628898557670798,0.0025985445264908816,0.050975921046028015,0.5785336156742339,0.6159418041867658
200,3.0,2,2,0.6380077439511598,0.0261662769369145,0.002621840833263298,0.051203914237715246,0.5758332043994417,0.6186966448046202
200,3.0,2,3,0.6316785303086402,0.02618253099961553,0.002698146568964605,0.05194368651688677,0.5761909025554389,0.6276353096285247
200,3.0,2,4,0.6311933235437385,0.026126409284531044,0.0027034949757744967,0.05199514377107247,0.574955849241916,0.6282570673786793
200,3.0,3,1,0.6416761474219224,0.026268939249358338,0.002599742974004292,0.050987674726391395,0.5780924623171088,0.6160838238489965
200,3.0,3,2,0.6380077439511598,0.0261662769369145,0.002621840833263298,0.051203914237715246,0.5758332043994417,0.6186966448046202
200,3.0,3,3,0.6316785303086402,0.02618253099961553,0.002698146568964605,0.05194368651688677,0.5761909025554389,0.6276353096285247
200,3.0,3,4,0.6311933235437385,0.026126409284531044,0.0027034949757744967,0.05199514377107247,0.574955849241916,0.6282570673786793
200,5.0,2,1,0.7996683055217007,0.017121582371896465,0.0014021766498696782,0.03744564927824964,0.3767893944319279,0.4524555967230944
200,5.0,2,2,0.77526904114013,0.017581126934186064,0.0015713951136349079,0.03964082634904207,0.3869024501985372,0.4789799105118035
200,5.0,2,3,0.774041768982573,0.017470688874438912,0.0016494963810794292,0.04061399242969631,0.3844720738027977,0.4907386714952549
200,5.0,2,4,0.758119199176644,0.01809524603847413,0.0017795635078012725,0.04218487297362969,0.398216511116677,0.5097196134093511
200,5.0,3,1,0.8002945754551541,0.017203369267058777,0.001403337509359645,0.03746114666370538,0.3785892534654748,0.4526428515556097
200,5.0,3,2,0.77526904114013,0.017581126934186064,0.0015713951136349079,0.03964082634904207,0.3869024501985372,0.4789799105118035
200,5.0,3,3,0.774041768982573,0.017470688874438912,0.0016494963810794292,0.04061399242969631,0.3844720738027977,0.4907386714952549
200,5.0,3,4,0.758119199176644,0.01809524603847413,0.0017795635078012725,0.04218487297362969,0.398216511116677,0.5097196134093511
200,7.0,2,1,0.8530285177922646,0.011678311311873068,0.0009700355755601694,0.031145394130756628,0.2570010032723858,0.37632964465094093
200,7.0,2,2,0.827435866761998,0.01233215994069758,0.0011867511927970032,0.034449255330079386,0.2713900488380175,0.4162501833314691
200,7.0,2,3,0.8134465281025515,0.012871458880894016,0.0013622706346371537,0.03690895060330426,0.2832582346563992,0.44597066926387263
200,7.0,2,4,0.8000504266665986,0.013516808681009938,0.0014914961762920252,0.03861989353030411,0.2974602491139864,0.4666439842661719
200,7.0,3,1,0.8505098444471605,0.01187147527805674,0.0010078426544705105,0.03174653767689495,0.26125190323382164,0.38359325917296866
200,7.0,3,2,0.827435866761998,0.01233215994069758,0.0011867511927970032,0.034449255330079386,0.2713900488380175,0.4162501833314691
200,7.0,3,3,0.8134465281025515,0.012871458880894016,0.0013622706346371537,0.03690895060330426,0.2832582346563992,0.44597066926387263
200,7.0,3,4,0.8000504266665986,0.013516808681009938,0.0014914961762920252,0.03861989353030411,0.2974602491139864,0.4666439842661719
200,10.0,2,1,0.8695983896604387,0.00813492697134571,0.0008185480641222664,0.02861027899413542,0.1790228344964471,0.3456978608787218
200,10.0,2,2,0.8361225865184256,0.009151677494173754,0.0010914951579850502,0.03303778379348485,0.20139815036757538,0.399195379671849
200,10.0,2,3,0.831150011059884,0.009806816788622103,0.001221317284740835,0.034947350181964223,0.21581559921441415,0.422268660985832
200,10.0,2,4,0.8122837820421307,0.010792133053776621,0.0014049341649590406,0.0374824514267549,0.23749915105018865,0.45290027690313095
200,10.0,3,1,0.8709049859204929,0.008139381663819925,0.00084268309651922,0.029029004401102357,0.17912086754288417,0.35075731791909925
200,10.0,3,2,0.8361225865184256,0.009151677494173754,0.0010914951579850502,0.03303778379348485,0.20139815036757538,0.399195379671849
200,10.0,3,3,0.831150011059884,0.009806816788622103,0.001221317284740835,0.034947350181964223,0.21581559921441415,0.422268660985832
200,10.0,3,4,0.8122837820421307,0.010792133053776621,0.0014049341649590406,0.0374824514267549,0.23749915105018865,0.45290027690313095
300,,2,1,0.8754451545231887,0.006962226543624506,0.0007933858373269825,0.028167105590155735,0.1532155770588162,0.34034299881024904
300,,2,2,0.8323464578780037,0.008417824562313107,0.0010995661263265076,0.03315970636671121,0.1852484747247603,0.4006685695266498
300,,2,3,0.8277060143913181,0.00937473711430461,0.0012512325203404547,0.03537276523457637,0.20630695478563407,0.42740894898175735
300,,2,4,0.8129008746750639,0.010348513681405016,0.0014050946932967036,0.037484592745509505,0.22773655603744425,0.45292615044714907
300,,3,1,0.8786804864792789,0.006932058354738951,0.0007993748469489528,0.028273217838600415,0.15255167500967184,0.3416251525881928
300,,3,2,0.8323464578780037,0.008417824562313107,0.0010995661263265076,0.03315970636671121,0.1852484747247603,0.4006685695266498
300,,3,3,0.8277060143913181,0.00937473711430461,0.0012512325203404547,0.03537276523457637,0.20630695478563407,0.42740894898175735
300,,3,4,0.8129008746750639,0.010348513681405016,0.0014050946932967036,0.037484592745509505,0.22773655603744425,0.45292615044714907
300,3.0,2,1,0.6461403566466192,0.0261287780800378,0.002564732832444398,0.050643191373020695,0.5750079785956835,0.6119214331783921
300,3.0,2,2,0.6420689828994949,0.025979106914543183,0.0025908115304056887,0.050900015033452484,0.5717142113149675,0.6150246322088003
300,3.0,2,3,0.6348489738320195,0.025981947924156458,0.0026723653694962013,0.05169492595503161,0.5717767325392625,0.6246295369787037
300,3.0,2,4,0.6337879776818651,0.025964262989664217,0.0026813070161619984,0.051781338493341385,0.5713875456280786,0.6256736592556278
300,3.0,3,1,0.6456229401928297,0.02612486372205749,0.0025709483522826575,0.05070452003798732,0.5749218365241766,0.6126624671366367
300,3.0,3,2,0.6420689828994949,0.025979106914543183,0.0025908115304056887,0.050900015033452484,0.5717142113149675,0.6150246322088003
300,3.0,3,3,0.6348489738320195,0.025981947924156458,0.0026723653694962013,0.05169492595503161,0.5717767325392625,0.6246295369787037
300,3.0,3,4,0.6337879776818651,0.025964262989664217,0.0026813070161619984,0.051781338493341385,0.5713875456280786,0.6256736592556278
300,5.0,2,1,0.8003867166602259,0.016928649833825683,0.0013925141079962106,0.03731640534665967,0.372543587437755,0.450893942931065
300,5.0,2,2,0.7783633165413154,0.017377629897311935,0.0015641709364702123,0.03954960096474062,0.3824241535302134,0.47787763464034777
300,5.0,2,3,0.7729751700238909,0.01732356590098958,0.0016633992245531585,0.040784791584034835,0.3812343838002668,0.4928024368401097
300,5.0,2,4,0.7602256940657315,0.017915284946393644,0.0017733664292944671,0.04211135748577178,0.3942561627427081,0.5088313261298337
300,5.0,3,1,0.8022182443671072,0.01698964957702282,0.0013953382001602851,0.03735422600135472,0.37388599001483686,0.45135092971640156
300,5.0,3,2,0.7783633165413154,0.017377629897311935,0.0015641709364702123,0.03954960096474062,0.3824241535302134,0.47787763464034777
300,5.0,3,3,0.7729751700238909,0.01732356590098958,0.0016633992245531585,0.040784791584034835,0.3812343838002668,0.4928024368401097
300,5.0,3,4,0.7602256940657315,0.017915284946393644,0.0017733664292944671,0.04211135748577178,0.3942561627427081,0.5088313261298337
300,7.0,2,1,0.8543088019021094,0.01152161082087828,0.0009674388976699339,0.031103679809146922,0.2535525437885226,0.3758256107073559
300,7.0,2,2,0.8249295251643703,0.012257777309445035,0.0011911414642061036,0.03451291735287099,0.2697531331618179,0.41701941124087827
300,7.0,2,3,0.814182287368235,0.012771830648245618,0.0013564833778593357,0.036830468064624644,0.2810657467991127,0.44502236513361804
300,7.0,2,4,0.7997097939103821,0.013392931189721482,0.001499980994798418,0.038729588105199594,0.29473411528403515,0.46796942327706526
300,7.0,3,1,0.8525220588807642,0.011688344512956014,0.001002045817018978,0.03165510728174804,0.25722180084110013,0.382488506156472
300,7.0,3,2,0.8249295251643703,0.012257777309445035,0.0011911414642061036,0.03451291735287099,0.2697531331618179,0.41701941124087827
300,7.0,3,3,0.814182287368235,0.012771830648245618,0.0013564833778593357,0.036830468064624644,0.2810657467991127,0.44502236513361804
300,7.0,3,4,0.7997097939103821,0.013392931189721482,0.001499980994798418,0.038729588105199594,0.29473411528403515,0.46796942327706526
300,10.0,2,1,0.8704315114499414,0.008093380401801223,0.0008226235768872872,0.028681415182784952,0.17810853192561193,0.34655739909756433
300,10.0,2,2,0.8343831809305076,0.009172228004752484,0.0011010201957535788,0.033181624368821654,0.20185039912987066,0.40093340463873905
300,10.0,2,3,0.829187664562351,0.009806752761896633,0.0012368322309238748,0.03516862566157334,0.21581419019796969,0.42494233152156724
300,10.0,2,4,0.811627756456649,0.01080296296543507,0.0014146819067033423,0.03761225739972732,0.23773748158336624,0.45446872183843
300,10.0,3,1,0.8756410008925425,0.008058450593816779,0.0008219659745553264,0.028669948980689284,0.17733984239025186,0.34641885303383363
300,10.0,3,2,0.8343831809305076,0.009172228004752484,0.0011010201957535788,0.033181624368821654,0.20185039912987066,0.40093340463873905
300,10.0,3,3,0.829187664562351,0.009806752761896633,0.0012368322309238748,0.03516862566157334,0.21581419019796969,0.42494233152156724
300,10.0,3,4,0.811627756456649,0.01080296296543507,0.0014146819067033423,0.03761225739972732,0.23773748158336624,0.45446872183843
