n_estimators,max_depth,min_samples_split,min_samples_leaf,R-squared,MAE,MSE,RMSE,RAE,RRSE
10,,2,1,0.8140303545923462,0.036011798548731086,0.0032083655869819165,0.056642436273362365,0.393372210291242,0.4281558741886506
10,,2,2,0.7849340416480116,0.03741515577024569,0.0037579331272834665,0.061301983061589994,0.4087016788071884,0.46337703450047724
10,,2,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,,5,1,0.8133352286421337,0.03584584617309202,0.0032262507619843354,0.056800094735698595,0.39155944182537705,0.4293476025323792
10,,5,2,0.7749813106666404,0.037743532811832285,0.003927283656224497,0.06266804334127958,0.41228868106376876,0.47370298041181064
10,,5,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,,10,1,0.8112576897001599,0.036055727515039514,0.00326754067251316,0.05716240611199952,0.3938520650963046,0.4320862867107921
10,,10,2,0.7763700175374895,0.03775655893138596,0.0039022822261528824,0.062468249744593314,0.4124309709145079,0.47219275578740244
10,,10,4,0.7721522092781102,0.037876025793849355,0.0039865815140030115,0.0631393816409617,0.41373595832523646,0.4772657908242203
10,10.0,2,1,0.8117037684287816,0.0363943931911329,0.003254233682615073,0.05704589102306207,0.397551454488766,0.43120555800202987
10,10.0,2,2,0.7831746656728531,0.03770464474517809,0.0037873857989030044,0.061541740297971784,0.4118638901521731,0.46518934124238154
10,10.0,2,4,0.7738008520461361,0.037864620243601044,0.003957448206840507,0.06290825229523156,0.4136113706430996,0.47551870165252313
10,10.0,5,1,0.8123235035324805,0.03616575341909895,0.0032395832885722753,0.05691733732855285,0.3950539248981855,0.4302338303879996
10,10.0,5,2,0.7744524830832699,0.037948114902861804,0.003938534318870824,0.06275774309892625,0.414523418360363,0.4743810140677849
10,10.0,5,4,0.7738008520461361,0.037864620243601044,0.003957448206840507,0.06290825229523156,0.4136113706430996,0.47551870165252313
10,10.0,10,1,0.8098721198657207,0.036382659110608825,0.003289906784612899,0.057357709025142374,0.3974232781305304,0.43356256659933196
10,10.0,10,2,0.7749681950420074,0.0380141250562384,0.003927455684841525,0.0626694158648501,0.41524447537450454,0.4737133552132465
10,10.0,10,4,0.7717177983273762,0.03794862704306526,0.0039942697636205435,0.06320023547124286,0.4145290126858877,0.47772578030588764
10,20.0,2,1,0.8140305059633628,0.0360116913978002,0.003208363056338654,0.056642413934600754,0.39337103983599636,0.42815570533164804
10,20.0,2,2,0.7849340416480116,0.03741515577024569,0.0037579331272834665,0.061301983061589994,0.4087016788071884,0.46337703450047724
10,20.0,2,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,20.0,5,1,0.8133352286421337,0.03584584617309202,0.0032262507619843354,0.056800094735698595,0.39155944182537705,0.4293476025323792
10,20.0,5,2,0.7749813107948158,0.037743532753748574,0.0039272836544563495,0.06266804332717234,0.4122886804292957,0.47370298030517505
10,20.0,5,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,20.0,10,1,0.8112576897001599,0.036055727515039514,0.00326754067251316,0.05716240611199952,0.3938520650963046,0.4320862867107921
10,20.0,10,2,0.7763700175374895,0.03775655893138596,0.0039022822261528824,0.062468249744593314,0.4124309709145079,0.47219275578740244
10,20.0,10,4,0.7721522092781102,0.037876025793849355,0.0039865815140030115,0.0631393816409617,0.41373595832523646,0.4772657908242203
10,30.0,2,1,0.8140303545923462,0.036011798548731086,0.0032083655869819165,0.056642436273362365,0.393372210291242,0.4281558741886506
10,30.0,2,2,0.7849340416480116,0.03741515577024569,0.0037579331272834665,0.061301983061589994,0.4087016788071884,0.46337703450047724
10,30.0,2,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,30.0,5,1,0.8133352286421337,0.03584584617309202,0.0032262507619843354,0.056800094735698595,0.39155944182537705,0.4293476025323792
10,30.0,5,2,0.7749813106666404,0.037743532811832285,0.003927283656224497,0.06266804334127958,0.41228868106376876,0.47370298041181064
10,30.0,5,4,0.7740567145923288,0.03781837851560833,0.003952534906985551,0.06286918885261325,0.41310625255732647,0.4752234240563699
10,30.0,10,1,0.8112576897001599,0.036055727515039514,0.00326754067251316,0.05716240611199952,0.3938520650963046,0.4320862867107921
10,30.0,10,2,0.7763700175374895,0.03775655893138596,0.0039022822261528824,0.062468249744593314,0.4124309709145079,0.47219275578740244
10,30.0,10,4,0.7721522092781102,0.037876025793849355,0.0039865815140030115,0.0631393816409617,0.41373595832523646,0.4772657908242203
50,,2,1,0.9054837564941847,0.01278955341059521,0.0016523891929306118,0.04064959031688526,0.13970573802237946,0.3072671661497969
50,,2,2,0.9123750293899452,0.012623942225390919,0.0015270173451606664,0.0390770693010705,0.13789669652492115,0.2953805992133598
50,,2,4,0.9106103537622496,0.012463184265249345,0.0015562229057683508,0.039448991188221164,0.13614066887145004,0.2981919285134339
50,,5,1,0.9088362100907827,0.012606063666489361,0.0015952522870654406,0.03994060949792129,0.13770140141289247,0.3019080339814431
50,,5,2,0.9076897573561087,0.012952819357786574,0.0016061705807463203,0.04007705803506939,0.14148916148636037,0.30293943811142193
50,,5,4,0.9106103537622496,0.012463184265249345,0.0015562229057683508,0.039448991188221164,0.13614066887145004,0.2981919285134339
50,,10,1,0.9051467457425378,0.01289480449696492,0.001657094243246189,0.040707422458885666,0.14085544045739617,0.30770431491922634
