base_estimator,n_estimators,learning_rate,R-squared,MAE,MSE,RMSE,RAE,RRSE
DecisionTreeRegressor(max_depth=3),30,2.0,0.3768749760431868,0.04687513963219805,0.00354580133519887,0.05954663160245817,1.0315667729939868,0.7195016578385222
DecisionTreeRegressor(max_depth=3),30,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=3),50,0.001,0.5849206390837571,0.023634521735688065,0.0024594891476937613,0.049593236914863316,0.5201176467833538,0.599234838605879
DecisionTreeRegressor(max_depth=3),50,0.01,0.6303472066288658,0.02320110144485356,0.0022800514133198115,0.04774988390896685,0.510579499819432,0.5769616132691603
DecisionTreeRegressor(max_depth=3),50,0.1,0.6395502763014445,0.025576706331074346,0.0021489303204930152,0.046356556391658504,0.5628587055053439,0.5601260437056585
DecisionTreeRegressor(max_depth=3),50,0.5,0.5764255034459678,0.029206816270624054,0.0024382882133531557,0.04937902604702887,0.6427454178508895,0.5966465297395963
DecisionTreeRegressor(max_depth=3),50,1.0,0.5164598819459306,0.036375820964570996,0.002713515577221065,0.052091415580890726,0.8005114980319888,0.629420319184924
DecisionTreeRegressor(max_depth=3),50,2.0,0.11756444813251284,0.059045282127592545,0.00489157793610403,0.06993981652895602,1.2993913537708652,0.845082460372596
DecisionTreeRegressor(max_depth=3),50,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=3),100,0.001,0.5948325319954436,0.023309758198673418,0.0024315318843416917,0.04931056564613401,0.512970675563791,0.5958193230510804
DecisionTreeRegressor(max_depth=3),100,0.01,0.6310756498933416,0.023402180794132685,0.0022359535115588415,0.04728587010470296,0.5150045911808477,0.5713549367461838
DecisionTreeRegressor(max_depth=3),100,0.1,0.6335677359840208,0.02604527403348884,0.0021817482920715252,0.04670918851865792,0.5731703307399898,0.564386895968085
DecisionTreeRegressor(max_depth=3),100,0.5,0.5269422367663601,0.0344171369117934,0.002663199462366436,0.05160619596876364,0.757407340828568,0.6235574129894577
DecisionTreeRegressor(max_depth=3),100,1.0,0.3818589164211703,0.04295702443688998,0.0034420924470315957,0.05866934844560314,0.9453420176128554,0.7089014497534532
DecisionTreeRegressor(max_depth=3),100,2.0,-0.033351229178295326,0.06491567285616431,0.005681252064874151,0.07537408085591592,1.4285792360385696,0.9107446496041189
DecisionTreeRegressor(max_depth=3),100,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=3),200,0.001,0.6355092062518499,0.023099241852945273,0.002219645094408061,0.04711310958117773,0.5083379071255695,0.569267472187058
DecisionTreeRegressor(max_depth=3),200,0.01,0.6368108611212664,0.024448540406790443,0.0022076578266662,0.04698571939074893,0.5380315051802501,0.5677282171403946
DecisionTreeRegressor(max_depth=3),200,0.1,0.6158093741563213,0.02702529229776914,0.0022708853177737048,0.047653806959924036,0.5947372911008797,0.5758007159647102
DecisionTreeRegressor(max_depth=3),200,0.5,0.4338378228094538,0.039378399655267335,0.003195911449956777,0.05653239292615144,0.8665883232942776,0.6830806266842737
DecisionTreeRegressor(max_depth=3),200,1.0,0.2848134514916518,0.04590934328797651,0.003947347729791118,0.06282792157783924,1.010312790051317,0.7591494685307755
DecisionTreeRegressor(max_depth=3),200,2.0,-0.08649908791873036,0.06651744686209786,0.0059747130220601605,0.07729626784043432,1.4638289836730607,0.9339704255181931
DecisionTreeRegressor(max_depth=3),200,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=5),10,0.001,0.6466485270213703,0.016385376395342523,0.001950386780885028,0.044163183545630265,0.3605879360586502,0.5336235303559334
DecisionTreeRegressor(max_depth=5),10,0.01,0.6609101380161686,0.015580282951985703,0.0017897355820014524,0.042305266598869844,0.3428704924021892,0.5111743289931274
DecisionTreeRegressor(max_depth=5),10,0.1,0.6696082529622736,0.01623949773742931,0.0018119159139870593,0.042566605619746796,0.35737762932520933,0.5143320871016667
DecisionTreeRegressor(max_depth=5),10,0.5,0.6872433514622199,0.01597356600820705,0.001659884029620206,0.040741674359557264,0.3515253515954149,0.4922814516280473
DecisionTreeRegressor(max_depth=5),10,1.0,0.6944500044973576,0.015595439757534524,0.0016123832550123812,0.040154492339119184,0.3432040435576967,0.4851865341526358
DecisionTreeRegressor(max_depth=5),10,2.0,0.7995150393304916,0.017382116600556705,0.0012620471789344953,0.035525303361611076,0.3825228910278274,0.4292520664231899
DecisionTreeRegressor(max_depth=5),10,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=5),30,0.001,0.6732858987037438,0.015447660340392095,0.0018112321303922676,0.04255857293651031,0.33995190740081926,0.5142350282294852
DecisionTreeRegressor(max_depth=5),30,0.01,0.6839576833959249,0.01529273088952307,0.0016704574159852996,0.04087122968526026,0.33654242265200135,0.4938468679936183
DecisionTreeRegressor(max_depth=5),30,0.1,0.6636326272693296,0.016243508506506566,0.0018360468094748988,0.042849116787571,0.3574658930860581,0.5177456681580135
DecisionTreeRegressor(max_depth=5),30,0.5,0.6825133088254118,0.01520098146761629,0.0016746674517582167,0.04092270093430071,0.3345233213581584,0.4944687948435343
DecisionTreeRegressor(max_depth=5),30,1.0,0.6758809567145645,0.017031087415234448,0.0016782573707876472,0.04096653964868948,0.3747978997686897,0.49499849781465793
DecisionTreeRegressor(max_depth=5),30,2.0,0.6527848953789375,0.025603583281729358,0.0018137360422625388,0.042587980020923025,0.5634501782875617,0.5145903538863318
DecisionTreeRegressor(max_depth=5),30,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=5),50,0.001,0.6794672195663093,0.01533830997288572,0.0016971447209706745,0.04119641636077918,0.3375454675135069,0.4977760970003049
DecisionTreeRegressor(max_depth=5),50,0.01,0.6864355707082,0.015442066678518293,0.0016790197039000519,0.04097584293092763,0.3398288094053007,0.4951109093283499
DecisionTreeRegressor(max_depth=5),50,0.1,0.6661173771327581,0.016139798767123632,0.0017980059283622374,0.0424028999994368,0.3551835847660672,0.5123540328937161
DecisionTreeRegressor(max_depth=5),50,0.5,0.6795929273135202,0.01631980979956487,0.0016934120405473576,0.041151087963106854,0.359145032162187,0.49722839419336634
DecisionTreeRegressor(max_depth=5),50,1.0,0.6607995632736638,0.01913248317720044,0.00177935200314558,0.04218236602118924,0.4210426696395299,0.5096893219152987
DecisionTreeRegressor(max_depth=5),50,2.0,0.5940686549530257,0.03636594551928491,0.002282854270753382,0.04777922425859781,0.8002941721465499,0.577316132569966
DecisionTreeRegressor(max_depth=5),50,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=5),100,0.001,0.6760101049513476,0.015494710848031112,0.0017754648237142457,0.0421362649473615,0.3409873334435733,0.509132282866161
DecisionTreeRegressor(max_depth=5),100,0.01,0.6672031993474171,0.015903263869792017,0.0018312684883355055,0.04279332294103258,0.34997823406939993,0.5170715113837129
DecisionTreeRegressor(max_depth=5),100,0.1,0.7005603359372472,0.014815630675861707,0.0015506418831652687,0.0393781904506196,0.32604302506805616,0.4758064822382371
DecisionTreeRegressor(max_depth=5),100,0.5,0.6587453816227656,0.019230319032379116,0.0017863752953482964,0.04226553318424241,0.4231957131974087,0.5106942303389015
DecisionTreeRegressor(max_depth=5),100,1.0,0.6415970425623532,0.021885178066906815,0.0018870313346322914,0.043439973925317815,0.48162037899020155,0.5248849920578562
DecisionTreeRegressor(max_depth=5),100,2.0,0.35839358002842214,0.050053035936894516,0.0036307893565968004,0.06025603170303202,1.101501759037068,0.7280733357772728
DecisionTreeRegressor(max_depth=5),100,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
DecisionTreeRegressor(max_depth=5),200,0.001,0.6798359844587536,0.015504807687394406,0.0017237128622472585,0.04151762110534825,0.34120953148033983,0.5016572123548383
DecisionTreeRegressor(max_depth=5),200,0.01,0.6597276962835404,0.016217098633928635,0.0018624540180368012,0.04315615851807018,0.3568846991473485,0.5214556518829476
DecisionTreeRegressor(max_depth=5),200,0.1,0.694696159819147,0.014984804642275704,0.0015653457410871752,0.039564450471189096,0.32976598448700595,0.4780570611539933
DecisionTreeRegressor(max_depth=5),200,0.5,0.609700181180588,0.02267293635791468,0.0020790383308333382,0.04559647278938732,0.49895633328346745,0.5509419572642784
DecisionTreeRegressor(max_depth=5),200,1.0,0.6491190411259846,0.02370281355326552,0.0018340825082214772,0.042826189513211155,0.5216205237973325,0.5174686380142808
DecisionTreeRegressor(max_depth=5),200,2.0,-0.006869420046238239,0.060832598698776476,0.005388851277008037,0.0734087956379073,1.338724279541788,0.8869981179459895
DecisionTreeRegressor(max_depth=5),200,10.0,-146.70405349680271,0.8955854037542169,0.8161236430206295,0.9033956182208487,19.70887238182576,10.915724827785635
LinearRegression(),10,0.001,0.6252258681866775,0.0277249106559727,0.0027480881657516764,0.052422210614888005,0.6101335770162324,0.6334173139596203
LinearRegression(),10,0.01,0.6332318828554315,0.02780541595524767,0.002687645871284755,0.051842510271829574,0.6119052323634722,0.6264127975553224
LinearRegression(),10,0.1,0.596414129981071,0.03356838406762318,0.002775876419613337,0.0526865867143938,0.7387290981737186,0.6366117690743485
LinearRegression(),10,0.5,0.335234646320686,0.04873379744708887,0.004149518705417053,0.0644167579548758,1.0724696835613183,0.778347370688263
LinearRegression(),10,1.0,-0.22906419508998824,0.06714670203920876,0.007100686136886363,0.08426556910676129,1.4776768087149765,1.0181804585654926
LinearRegression(),10,2.0,-0.031234990355650118,0.05581568876025347,0.0061790301757612505,0.07860680743905868,1.2283186863789508,0.9498056690659462
LinearRegression(),10,10.0,-145.4535860739903,0.8793902681903614,0.7983553303351283,0.8935073196874933,19.352471017202813,10.796244565065656
LinearRegression(),30,0.001,0.6314902511877146,0.028307273574116536,0.0026930363855373874,0.05189447355487275,0.6229494585452199,0.6270406696496821
LinearRegression(),30,0.01,0.6261446314064207,0.029840237508331636,0.002700888806661956,0.051970076069426295,0.6566849241063341,0.6279541744625352
LinearRegression(),30,0.1,0.42823210238109455,0.04411395763027198,0.003595776886869803,0.05996479706352555,0.9708022903764363,0.7245543490553394
LinearRegression(),30,0.5,-0.12921920678900692,0.064533164318338,0.0064910743488451605,0.08056720392842959,1.4201614883560196,0.9734931302399039
LinearRegression(),30,1.0,-0.2722431647732973,0.06794371843325028,0.007257019083885768,0.0851881393380896,1.4952165032327072,1.0293278701494886
LinearRegression(),30,2.0,-0.031234990355650118,0.05581568876025347,0.0061790301757612505,0.07860680743905868,1.2283186863789508,0.9498056690659462
LinearRegression(),30,10.0,-145.4535860739903,0.8793902681903614,0.7983553303351283,0.8935073196874933,19.352471017202813,10.796244565065656
LinearRegression(),50,0.001,0.6319857087828638,0.028556463993114227,0.0026907500869456863,0.05187244053392597,0.6284333154127074,0.6267744447655571
LinearRegression(),50,0.01,0.6144482417193358,0.03117062031445539,0.0027303518168623163,0.052252768509068646,0.6859622491218546,0.6313699458253723
LinearRegression(),50,0.1,0.22900797051384014,0.0531768169069214,0.00465899056340149,0.06825679866065718,1.1702458455629934,0.8247465637177317
LinearRegression(),50,0.5,-0.12921920678900692,0.064533164318338,0.0064910743488451605,0.08056720392842959,1.4201614883560196,0.9734931302399039
LinearRegression(),50,1.0,-0.2722431647732973,0.06794371843325028,0.007257019083885768,0.0851881393380896,1.4952165032327072,1.0293278701494886
LinearRegression(),50,2.0,-0.031234990355650118,0.05581568876025347,0.0061790301757612505,0.07860680743905868,1.2283186863789508,0.9498056690659462
LinearRegression(),50,10.0,-145.4535860739903,0.8793902681903614,0.7983553303351283,0.8935073196874933,19.352471017202813,10.796244565065656
LinearRegression(),100,0.001,0.6306990216450424,0.028833096471940378,0.0026873293560502097,0.05183945752079404,0.6345210812460919,0.6263759111795204
LinearRegression(),100,0.01,0.5817917999391994,0.034381239848621084,0.002864158467959719,0.05351783317698615,0.756617365205942,0.6466557160082488
LinearRegression(),100,0.1,-0.038419170738708784,0.062138121746199315,0.006043046267820655,0.07773703279531999,1.3674545234976736,0.9392961863080657
LinearRegression(),100,0.5,-0.12921920678900692,0.064533164318338,0.0064910743488451605,0.08056720392842959,1.4201614883560196,0.9734931302399039
LinearRegression(),100,1.0,-0.2722431647732973,0.06794371843325028,0.007257019083885768,0.0851881393380896,1.4952165032327072,1.0293278701494886
LinearRegression(),100,2.0,-0.031234990355650118,0.05581568876025347,0.0061790301757612505,0.07860680743905868,1.2283186863789508,0.9498056690659462
LinearRegression(),100,10.0,-145.4535860739903,0.8793902681903614,0.7983553303351283,0.8935073196874933,19.352471017202813,10.796244565065656
LinearRegression(),200,0.001,0.6293304285714413,0.029071670896371783,0.0026863626225144396,0.051830132379866056,0.6397713151880203,0.6262632355473863
LinearRegression(),200,0.01,0.49851768190537105,0.04032724558767027,0.0032686863166595755,0.05717242619182411,0.8874692837402074,0.6908141454968522
LinearRegression(),200,0.1,-0.038422759960492346,0.06213819282354449,0.006043066131879692,0.07773716055966857,1.3674560876749364,0.9392977300840636
LinearRegression(),200,0.5,-0.12921920678900692,0.064533164318338,0.0064910743488451605,0.08056720392842959,1.4201614883560196,0.9734931302399039
LinearRegression(),200,1.0,-0.2722431647732973,0.06794371843325028,0.007257019083885768,0.0851881393380896,1.4952165032327072,1.0293278701494886
LinearRegression(),200,2.0,-0.031234990355650118,0.05581568876025347,0.0061790301757612505,0.07860680743905868,1.2283186863789508,0.9498056690659462
LinearRegression(),200,10.0,-145.4535860739903,0.8793902681903614,0.7983553303351283,0.8935073196874933,19.352471017202813,10.796244565065656
