X,Z
-4.675,-0.517
-4.65,-0.5175
-4.625,-0.5175
-4.6,-0.5195
-4.575,-0.5195
-4.55,-0.52
-4.525,-0.5205
-4.5,-0.5205
-4.475,-0.5215
-4.45,-0.522
-4.425,-0.5225
-4.4,-0.5235
-4.375,-0.524
-4.35,-0.525
-4.325,-0.526
-4.3,-0.5255
-4.275,-0.5255
-4.25,-0.528
-4.225,-0.5265
-4.2,-0.5275
-4.175,-0.5275
-4.15,-0.528
-4.125,-0.529
-4.1,-0.5295
-4.075,-0.531
-4.05,-0.5315
-4.025,-0.5325
-4.0,-0.533
-3.975,-0.5335
-3.95,-0.535
-3.925,-0.5355
-3.9,-0.536
-3.875,-0.537
-3.85,-0.5375
-3.825,-0.539
-3.8,-0.539
-3.775,-0.5395
-3.75,-0.5405
-3.725,-0.541
-3.7,-0.542
-3.675,-0.5425
-3.65,-0.5435
-3.625,-0.545
-3.6,-0.547
-3.575,-0.548
-3.55,-0.5485
-3.525,-0.5495
-3.5,-0.55
-3.475,-0.55
-3.45,-0.5505
-3.425,-0.5525
-3.4,-0.5535
-3.375,-0.555
-3.35,-0.556
-3.325,-0.5575
-3.3,-0.559
-3.275,-0.5605
-3.25,-0.561
-3.225,-0.5615
-3.2,-0.563
-3.175,-0.5645
-3.15,-0.565
-3.125,-0.566
-3.1,-0.567
-3.075,-0.567
-3.05,-0.5685
-3.025,-0.5675
-3.0,-0.5695
-2.975,-0.57
-2.95,-0.5695
-2.925,-0.5725
-2.9,-0.573
-2.875,-0.5735
-2.85,-0.575
-2.825,-0.5755
-2.8,-0.575
-2.775,-0.5765
-2.75,-0.576
-2.725,-0.576
-2.7,-0.5775
-2.675,-0.579
-2.65,-0.5805
-2.625,-0.581
-2.6,-0.582
-2.575,-0.583
-2.55,-0.583
-2.525,-0.585
-2.5,-0.585
-2.475,-0.586
-2.45,-0.587
-2.425,-0.5875
-2.4,-0.589
-2.375,-0.589
-2.35,-0.589
-2.325,-0.589
-2.3,-0.5885
-2.275,-0.5855
-2.25,-0.5885
-2.225,-0.588
-2.2,-0.5885
-2.175,-0.5895
-2.15,-0.589
-2.125,-0.591
-2.1,-0.59
-2.075,-0.589
-2.05,-0.5895
-2.025,-0.591
-2.0,-0.5895
-1.975,-0.592
-1.95,-0.5915
-1.925,-0.59
-1.9,-0.59
-1.875,-0.592
-1.85,-0.5915
-1.825,-0.593
-1.8,-0.594
-1.775,-0.5935
-1.75,-0.594
-1.725,-0.592
-1.7,-0.5925
-1.675,-0.593
-1.65,-0.593
-1.625,-0.5925
-1.6,-0.5915
-1.575,-0.591
-1.55,-0.5905
-1.525,-0.591
-1.5,-0.5925
-1.475,-0.5915
-1.45,-0.5935
-1.425,-0.5935
-1.4,-0.5935
-1.375,-0.5945
-1.35,-0.595
-1.325,-0.5975
-1.3,-0.5975
-1.275,-0.598
-1.25,-0.6
-1.225,-0.599
-1.2,-0.6
-1.175,-0.5995
-1.15,-0.6
-1.125,-0.602
-1.1,-0.6005
-1.075,-0.6035
-1.05,-0.602
-1.025,-0.602
-1.0,-0.6035
-0.975,-0.6025
-0.95,-0.603
-0.925,-0.604
-0.9,-0.605
-0.875,-0.6055
-0.85,-0.6065
-0.825,-0.607
-0.8,-0.6055
-0.775,-0.607
-0.75,-0.6085
-0.725,-0.6075
-0.7,-0.6105
-0.675,-0.6095
-0.65,-0.6105
-0.625,-0.612
-0.6,-0.6115
-0.575,-0.614
-0.55,-0.613
-0.525,-0.6145
-0.5,-0.6155
-0.475,-0.6155
-0.45,-0.6175
-0.425,-0.617
-0.4,-0.619
-0.375,-0.62
-0.35,-0.6205
-0.325,-0.6225
-0.3,-0.623
-0.275,-0.624
-0.25,-0.625
-0.225,-0.6255
-0.2,-0.6265
-0.175,-0.627
-0.15,-0.628
-0.125,-0.629
-0.1,-0.6295
-0.075,-0.6305
-0.05,-0.6315
-0.025,-0.632
0.0,-0.633
0.025,-0.634
0.05,-0.6355
0.075,-0.638
0.1,-0.637
0.125,-0.637
0.15,-0.637
0.175,-0.637
0.2,-0.639
0.225,-0.6385
0.25,-0.639
0.275,-0.6395
0.3,-0.6405
0.325,-0.6415
0.35,-0.6425
0.375,-0.643
0.4,-0.6435
0.425,-0.6445
0.45,-0.6445
0.475,-0.6455
0.5,-0.6455
0.525,-0.646
0.55,-0.646
0.575,-0.646
0.6,-0.6465
0.625,-0.6465
0.65,-0.647
0.675,-0.648
0.7,-0.6485
0.725,-0.647
0.75,-0.6475
0.775,-0.648
0.8,-0.648
0.825,-0.648
0.85,-0.65
0.875,-0.6495
0.9,-0.65
0.925,-0.651
0.95,-0.6515
0.975,-0.653
1.0,-0.6525
1.025,-0.652
1.05,-0.6515
1.075,-0.651
1.1,-0.652
1.125,-0.6525
1.15,-0.6535
1.175,-0.6535
1.2,-0.653
1.225,-0.6535
1.25,-0.6545
1.275,-0.6535
1.3,-0.6545
1.325,-0.6555
1.35,-0.6555
1.375,-0.6585
1.4,-0.6575
1.425,-0.6595
1.45,-0.6615
1.475,-0.6625
1.5,-0.665
1.525,-0.664
1.55,-0.666
1.575,-0.667
1.6,-0.6665
1.625,-0.6675
1.65,-0.67
1.675,-0.67
1.7,-0.671
1.725,-0.6725
1.75,-0.672
1.775,-0.6745
1.8,-0.6745
1.825,-0.6755
1.85,-0.677
1.875,-0.6765
1.9,-0.679
1.925,-0.6765
1.95,-0.674
1.975,-0.673
2.0,-0.6725
2.025,-0.6735
2.05,-0.6745
2.075,-0.673
2.1,-0.6725
2.125,-0.674
2.15,-0.674
2.175,-0.676
2.2,-0.6765
2.225,-0.677
2.25,-0.6785
2.275,-0.6785
2.3,-0.68
2.325,-0.6805
2.35,-0.6815
2.375,-0.6825
2.4,-0.6825
2.425,-0.6845
2.45,-0.686
2.475,-0.687
2.5,-0.688
2.525,-0.689
2.55,-0.69
2.575,-0.691
2.6,-0.6925
2.625,-0.694
2.65,-0.694
2.675,-0.696
2.7,-0.696
2.725,-0.696
2.75,-0.6965
2.775,-0.6975
2.8,-0.698
2.825,-0.699
2.85,-0.7
2.875,-0.699
2.9,-0.6975
2.925,-0.701
2.95,-0.6995
2.975,-0.7005
3.0,-0.7015
3.025,-0.7015
3.05,-0.704
3.075,-0.703
3.1,-0.7045
3.125,-0.705
3.15,-0.705
3.175,-0.7065
3.2,-0.7065
3.225,-0.708
3.25,-0.709
3.275,-0.7095
3.3,-0.7105
3.325,-0.7115
3.35,-0.7115
3.375,-0.712
3.4,-0.713
3.425,-0.713
3.45,-0.714
3.475,-0.715
3.5,-0.7155
3.525,-0.7165
3.55,-0.7175
3.575,-0.7185
3.6,-0.719
3.625,-0.7205
3.65,-0.722
3.675,-0.7225
3.7,-0.7235
3.725,-0.7255
3.75,-0.727
3.775,-0.7285
3.8,-0.729
3.825,-0.73
3.85,-0.731
3.875,-0.732
3.9,-0.7325
3.925,-0.7335
3.95,-0.7345
3.975,-0.735
4.0,-0.7375
4.025,-0.7385
4.05,-0.7385
4.075,-0.7385
4.1,-0.7395
4.125,-0.739
4.15,-0.7405
4.175,-0.7415
4.2,-0.741
4.225,-0.744
4.25,-0.743
4.275,-0.744
4.3,-0.7445
4.325,-0.745
4.35,-0.747
4.375,-0.7465
4.4,-0.7475
4.425,-0.7485
4.45,-0.749
4.475,-0.7495
4.5,-0.751
4.525,-0.7515
4.55,-0.752
4.575,-0.752
4.6,-0.752
4.625,-0.753
4.65,-0.7535
4.675,-0.754
4.7,-0.7545
4.725,-0.756
4.75,-0.756
4.775,-0.7575
4.8,-0.756
4.825,-0.755
4.85,-0.756
4.875,-0.755
4.9,-0.755
4.925,-0.755
4.95,-0.7555
4.975,-0.7565
5.0,-0.757
5.025,-0.758
5.05,-0.759
5.075,-0.7595
5.1,-0.7605
5.125,-0.7615
5.15,-0.7625
5.175,-0.7645
5.2,-0.765
5.225,-0.765
5.25,-0.766
5.275,-0.767
5.3,-0.768
5.325,-0.769
5.35,-0.77
5.375,-0.772
5.4,-0.7715
5.425,-0.7745
5.45,-0.7745
5.475,-0.775
5.5,-0.7775
5.525,-0.776
5.55,-0.778
5.575,-0.7775
5.6,-0.778
5.625,-0.7795
5.65,-0.78
5.675,-0.781
5.7,-0.78
5.725,-0.781
5.75,-0.782
5.775,-0.78
5.8,-0.782
5.825,-0.7825
5.85,-0.7845
5.875,-0.786
5.9,-0.785
5.925,-0.7885
5.95,-0.787
5.975,-0.786
6.0,-0.7865
6.025,-0.7875
6.05,-0.788
6.075,-0.789
6.1,-0.79
6.125,-0.7905
6.15,-0.7915
6.175,-0.79
6.2,-0.7925
6.225,-0.792
6.25,-0.792
6.275,-0.793
6.3,-0.793
6.325,-0.7955
6.35,-0.7965
6.375,-0.797
6.4,-0.798
6.425,-0.7985
6.45,-0.8
6.475,-0.8005
6.5,-0.8015
6.525,-0.8025
6.55,-0.8035
6.575,-0.806
6.6,-0.808
6.625,-0.8085
6.65,-0.8095
6.675,-0.8105
6.7,-0.811
6.725,-0.8135
6.75,-0.8135
6.775,-0.8145
6.8,-0.816
6.825,-0.8155
6.85,-0.818
6.875,-0.818
6.9,-0.819
6.925,-0.8205
6.95,-0.819
6.975,-0.8205
7.0,-0.821
7.025,-0.822
7.05,-0.823
7.075,-0.8235
7.1,-0.825
7.125,-0.825
7.15,-0.826
7.175,-0.8265
7.2,-0.8265
7.225,-0.8285
7.25,-0.827
7.275,-0.8285
7.3,-0.83
7.325,-0.8295
7.35,-0.8325
7.375,-0.832
7.4,-0.834
7.425,-0.8355
7.45,-0.8355
7.475,-0.8375
7.5,-0.8375
7.525,-0.839
7.55,-0.84
7.575,-0.8405
7.6,-0.8425
7.625,-0.842
7.65,-0.8425
7.675,-0.8435
7.7,-0.8445
7.725,-0.8455
7.75,-0.846
7.775,-0.8475
7.8,-0.848
7.825,-0.849
7.85,-0.85
7.875,-0.8505
7.9,-0.852
7.925,-0.8525
7.95,-0.853
7.975,-0.8535
8.0,-0.854
8.025,-0.855
8.05,-0.8545
8.075,-0.8545
8.1,-0.855
8.125,-0.856
8.15,-0.857
8.175,-0.8575
8.2,-0.858
8.225,-0.858
8.25,-0.8605
8.275,-0.8575
8.3,-0.859
8.325,-0.86
8.35,-0.86
8.375,-0.8625
8.4,-0.8615
8.425,-0.8635
8.45,-0.865
8.475,-0.8665
8.5,-0.869
8.525,-0.868
8.55,-0.87
8.575,-0.8705
8.6,-0.8715
8.625,-0.8745
8.65,-0.873
8.675,-0.8755
8.7,-0.875
8.725,-0.8755
8.75,-0.877
8.775,-0.876
8.8,-0.879
8.825,-0.879
8.85,-0.8795
8.875,-0.881
8.9,-0.8785
8.925,-0.88
8.95,-0.88
8.975,-0.8785
9.0,-0.878
9.025,-0.8795
9.05,-0.8795
9.075,-0.879
9.1,-0.8795
9.125,-0.8805
9.15,-0.8805
9.175,-0.882
9.2,-0.8815
9.225,-0.882
9.25,-0.8825
9.275,-0.883
9.3,-0.884
9.325,-0.8815
9.35,-0.8835
9.375,-0.8845
9.4,-0.883
9.425,-0.8835
9.45,-0.883
9.475,-0.883
9.5,-0.883
9.525,-0.883
9.55,-0.8835
9.575,-0.883
9.6,-0.8845
9.625,-0.885
9.65,-0.8855
9.675,-0.8875
9.7,-0.8875
9.725,-0.889
9.75,-0.8895
9.775,-0.89
9.8,-0.8915
9.825,-0.8915
9.85,-0.8915
9.875,-0.8915
9.9,-0.892
9.925,-0.894
9.95,-0.8955
9.975,-0.8955
10.0,-0.897
10.025,-0.8955
10.05,-0.8935
10.075,-0.8995
10.1,-0.896
10.125,-0.899
10.15,-0.902
10.175,-0.903
10.2,-0.9035
10.225,-0.902
10.25,-0.904
10.275,-0.9035
10.3,-0.9025
10.325,-0.9065
10.35,-0.903
10.375,-0.9045
10.4,-0.905
10.425,-0.905
10.45,-0.9075
10.475,-0.9065
10.5,-0.908
10.525,-0.9085
10.55,-0.909
10.575,-0.911
10.6,-0.9115
10.625,-0.913
10.65,-0.915
10.675,-0.916
10.7,-0.916
10.725,-0.916
10.75,-0.917
10.775,-0.9175
10.8,-0.9185
10.825,-0.9195
10.85,-0.92
10.875,-0.921
10.9,-0.922
10.925,-0.923
10.95,-0.9235
10.975,-0.9245
11.0,-0.9255
11.025,-0.925
11.05,-0.9255
11.075,-0.926
11.1,-0.9265
11.125,-0.927
11.15,-0.9275
11.175,-0.9285
11.2,-0.929
11.225,-0.9285
11.25,-0.9295
11.275,-0.929
11.3,-0.9305
11.325,-0.9315
11.35,-0.9315
11.375,-0.9335
11.4,-0.9335
11.425,-0.9345
11.45,-0.9355
11.475,-0.935
11.5,-0.938
11.525,-0.937
11.55,-0.9385
11.575,-0.9395
11.6,-0.9395
11.625,-0.941
11.65,-0.9405
11.675,-0.942
11.7,-0.942
11.725,-0.9405
11.75,-0.939
11.775,-0.9425
11.8,-0.9415
11.825,-0.94
11.85,-0.94
11.875,-0.9415
11.9,-0.9405
11.925,-0.9405
11.95,-0.941
11.975,-0.9415
12.0,-0.942
12.025,-0.9425
12.05,-0.9435
12.075,-0.9445
12.1,-0.9445
12.125,-0.945
12.15,-0.9465
12.175,-0.9465
12.2,-0.9465
12.225,-0.9475
12.25,-0.9485
12.275,-0.949
12.3,-0.9485
12.325,-0.947
12.35,-0.947
12.375,-0.948
12.4,-0.9465
12.425,-0.949
12.45,-0.9485
12.475,-0.9495
12.5,-0.951
12.525,-0.95
12.55,-0.951
12.575,-0.952
12.6,-0.9525
12.625,-0.9535
12.65,-0.954
12.675,-0.955
12.7,-0.956
12.725,-0.957
12.75,-0.9575
12.775,-0.9595
12.8,-0.964
12.825,-0.963
12.85,-0.9665
12.875,-0.9685
12.9,-0.9685
12.925,-0.971
12.95,-0.9725
12.975,-0.974
13.0,-0.975
13.025,-0.9755
13.05,-0.977
13.075,-0.977
13.1,-0.9785
13.125,-0.979
13.15,-0.98
13.175,-0.981
13.2,-0.9815
13.225,-0.9815
13.25,-0.9825
13.275,-0.9835
13.3,-0.984
13.325,-0.985
13.35,-0.9855
13.375,-0.9855
13.4,-0.986
13.425,-0.9875
13.45,-0.9875
13.475,-0.989
13.5,-0.989
13.525,-0.9895
13.55,-0.9905
13.575,-0.991
13.6,-0.9915
13.625,-0.9925
13.65,-0.9925
13.675,-0.9925
13.7,-0.995
13.725,-0.992
13.75,-0.994
13.775,-0.9945
13.8,-0.994
13.825,-0.9945
13.85,-0.9945
13.875,-0.9955
13.9,-0.996
13.925,-0.997
13.95,-0.9975
13.975,-0.9985
14.0,-0.9985
14.025,-0.999
14.05,-0.999
14.075,-0.9995
14.1,-1.001
14.125,-1.0
14.15,-0.999
14.175,-1.0
14.2,-1.0015
14.225,-1.0005
14.25,-1.003
14.275,-1.0045
14.3,-1.005
14.325,-1.0055
14.35,-1.0065
14.375,-1.007
14.4,-1.008
14.425,-1.009
14.45,-1.01
14.475,-1.011
14.5,-1.0115
14.525,-1.014
14.55,-1.014
14.575,-1.0145
14.6,-1.0165
14.625,-1.015
14.65,-1.018
14.675,-1.0175
14.7,-1.0185
14.725,-1.0205
14.75,-1.019
14.775,-1.021
14.8,-1.021
14.825,-1.0225
14.85,-1.024
14.875,-1.023
14.9,-1.025
14.925,-1.0245
14.95,-1.025
14.975,-1.026
15.0,-1.026
15.025,-1.028
15.05,-1.0285
15.075,-1.0295
15.1,-1.0305
15.125,-1.031
15.15,-1.032
15.175,-1.037
15.2,-1.0385
15.225,-1.0395
15.25,-1.0405
15.275,-1.041
15.3,-1.042
15.325,-1.0425
15.35,-1.041
15.375,-1.0385
15.4,-1.0395
15.425,-1.042
15.45,-1.042
15.475,-1.043
15.5,-1.0445
15.525,-1.0435
15.55,-1.0435
15.575,-1.0425
15.6,-1.043
15.625,-1.044
15.65,-1.044
15.675,-1.046
15.7,-1.0455
15.725,-1.047
15.75,-1.048
15.775,-1.048
15.8,-1.05
15.825,-1.05
15.85,-1.052
15.875,-1.053
15.9,-1.0525
15.925,-1.0555
15.95,-1.054
15.975,-1.056
16.0,-1.058
16.025,-1.0595
16.05,-1.06
16.075,-1.062
16.1,-1.064
16.125,-1.065
16.15,-1.0655
16.175,-1.0675
16.2,-1.068
16.225,-1.069
16.25,-1.0705
16.275,-1.0715
16.3,-1.0715
16.325,-1.072
16.35,-1.0725
16.375,-1.0725
16.4,-1.0735
16.425,-1.075
16.45,-1.076
16.475,-1.077
16.5,-1.0785
16.525,-1.079
16.55,-1.079
16.575,-1.08
16.6,-1.0805
16.625,-1.0805
16.65,-1.0805
16.675,-1.0805
16.7,-1.08
16.725,-1.081
16.75,-1.0815
16.775,-1.0825
16.8,-1.0835
16.825,-1.0835
16.85,-1.0835
16.875,-1.0845
16.9,-1.0855
16.925,-1.0845
16.95,-1.0825
16.975,-1.0835
17.0,-1.0815
17.025,-1.0805
17.05,-1.0805
17.075,-1.0825
17.1,-1.082
17.125,-1.083
17.15,-1.0835
17.175,-1.084
17.2,-1.085
17.225,-1.0855
17.25,-1.0865
17.275,-1.0865
17.3,-1.087
17.325,-1.0875
17.35,-1.088
17.375,-1.0885
17.4,-1.0865
17.425,-1.0855
17.45,-1.0855
17.475,-1.0845
17.5,-1.0835
17.525,-1.0855
17.55,-1.086
17.575,-1.086
17.6,-1.0885
17.625,-1.0875
17.65,-1.0885
17.675,-1.0885
17.7,-1.089
17.725,-1.0905
17.75,-1.091
17.775,-1.0925
17.8,-1.094
17.825,-1.0955
17.85,-1.0965
17.875,-1.097
17.9,-1.0985
17.925,-1.099
17.95,-1.0995
17.975,-1.101
18.0,-1.1005
18.025,-1.1025
18.05,-1.1035
18.075,-1.104
18.1,-1.106
18.125,-1.1085
18.15,-1.109
18.175,-1.11
18.2,-1.111
18.225,-1.112
18.25,-1.115
18.275,-1.114
18.3,-1.116
18.325,-1.1165
18.35,-1.117
18.375,-1.119
18.4,-1.117
18.425,-1.118
18.45,-1.1185
18.475,-1.1195
18.5,-1.122
18.525,-1.122
18.55,-1.124
18.575,-1.125
18.6,-1.127
18.625,-1.129
18.65,-1.126
18.675,-1.128
18.7,-1.1285
18.725,-1.1295
18.75,-1.1305
18.775,-1.1305
18.8,-1.1315
18.825,-1.1315
18.85,-1.131
18.875,-1.131
18.9,-1.132
18.925,-1.1325
18.95,-1.1345
18.975,-1.1365
19.0,-1.1375
19.025,-1.1385
19.05,-1.14
19.075,-1.1395
19.1,-1.139
19.125,-1.139
19.15,-1.14
19.175,-1.139
19.2,-1.141
19.225,-1.1405
19.25,-1.1405
19.275,-1.1425
19.3,-1.1415
19.325,-1.144
19.35,-1.142
19.375,-1.1395
19.4,-1.139
19.425,-1.1395
19.45,-1.1405
19.475,-1.141
19.5,-1.1415
19.525,-1.1425
19.55,-1.143
19.575,-1.1415
19.6,-1.142
19.625,-1.1405
19.65,-1.14
19.675,-1.1435
19.7,-1.1405
19.725,-1.1415
19.75,-1.142
19.775,-1.1425
19.8,-1.144
19.825,-1.1435
19.85,-1.144
19.875,-1.144
19.9,-1.144
19.925,-1.145
19.95,-1.1455
19.975,-1.146
20.0,-1.147
20.025,-1.146
20.05,-1.1435
20.075,-1.146
20.1,-1.1445
20.125,-1.146
20.15,-1.1465
20.175,-1.1455
20.2,-1.147
20.225,-1.147
20.25,-1.1485
20.275,-1.149
20.3,-1.1495
20.325,-1.151
20.35,-1.151
20.375,-1.152
20.4,-1.153
20.425,-1.1535
20.45,-1.1545
20.475,-1.155
20.5,-1.1555
20.525,-1.155
20.55,-1.1535
20.575,-1.1525
20.6,-1.154
20.625,-1.154
20.65,-1.154
20.675,-1.1535
20.7,-1.1525
20.725,-1.156
20.75,-1.1545
20.775,-1.1565
20.8,-1.156
20.825,-1.1545
20.85,-1.1575
20.875,-1.156
20.9,-1.155
20.925,-1.1555
20.95,-1.156
20.975,-1.157
21.0,-1.1575
21.025,-1.1595
21.05,-1.161
21.075,-1.1625
21.1,-1.1655
21.125,-1.167
21.15,-1.167
21.175,-1.168
21.2,-1.169
21.225,-1.1695
21.25,-1.173
21.275,-1.177
21.3,-1.178
21.325,-1.1795
21.35,-1.182
21.375,-1.1835
21.4,-1.1835
21.425,-1.1845
21.45,-1.1855
21.475,-1.1855
21.5,-1.187
21.525,-1.1875
21.55,-1.1885
21.575,-1.189
21.6,-1.1895
21.625,-1.191
21.65,-1.1895
21.675,-1.1885
21.7,-1.1885
21.725,-1.1885
21.75,-1.1885
21.775,-1.189
21.8,-1.187
21.825,-1.186
21.85,-1.1855
21.875,-1.183
21.9,-1.1805
21.925,-1.1825
21.95,-1.1825
21.975,-1.182
22.0,-1.182
22.025,-1.1825
22.05,-1.1835
22.075,-1.184
22.1,-1.1845
22.125,-1.185
22.15,-1.186
22.175,-1.1845
22.2,-1.183
22.225,-1.1835
22.25,-1.1845
22.275,-1.1845
22.3,-1.185
22.325,-1.185
22.35,-1.1855
22.375,-1.1845
22.4,-1.1795
22.425,-1.1755
22.45,-1.179
22.475,-1.1785
22.5,-1.178
22.525,-1.18
22.55,-1.1765
22.575,-1.179
22.6,-1.179
22.625,-1.1795
22.65,-1.182
22.675,-1.18
22.7,-1.183
22.725,-1.1845
22.75,-1.186
22.775,-1.188
22.8,-1.1885
22.825,-1.191
22.85,-1.212
22.875,-1.2565
22.9,-1.321
22.925,-1.352
22.95,8.007
22.975,8.68
23.0,8.6835
23.025,8.685
23.05,8.684
23.075,8.6845
23.1,8.686
23.125,8.686
23.15,8.685
23.175,8.684
23.2,8.6845
23.225,8.6845
23.25,8.6825
23.275,8.683
23.3,8.684
23.325,8.686
23.35,8.6875
23.375,8.687
23.4,8.6895
23.425,8.686
23.45,8.687
23.475,8.6895
23.5,8.694
23.525,8.7005
23.55,8.698
23.575,8.701
23.6,8.702
23.625,8.702
23.65,8.7015
23.675,8.7
23.7,8.7005
23.725,8.699
23.75,8.699
23.775,8.698
23.8,8.697
23.825,8.697
23.85,8.697
23.875,8.697
23.9,8.6975
23.925,8.697
23.95,8.695
23.975,8.6935
24.0,8.6935
24.025,8.688
24.05,8.686
24.075,8.68
24.1,8.673
24.125,8.674
24.15,8.666
24.175,8.67
24.2,8.667
24.225,8.666
24.25,8.668
24.275,8.6615
24.3,8.664
24.325,8.661
24.35,8.661
24.375,8.661
24.4,8.6585
24.425,8.6605
24.45,8.657
24.475,8.6585
24.5,8.655
24.525,8.654
24.55,8.656
24.575,8.6505
24.6,8.655
24.625,8.6505
24.65,8.6515
24.675,8.6485
24.7,8.6385
24.725,8.6375
24.75,8.635
24.775,8.6355
24.8,8.6345
24.825,8.6335
24.85,8.634
24.875,8.6315
24.9,8.6325
24.925,8.6305
24.95,8.629
24.975,8.6245
25.0,8.616
25.025,8.6215
25.05,8.6155
25.075,8.6175
25.1,8.6165
25.125,8.6155
25.15,8.623
25.175,8.618
25.2,8.623
25.225,8.633
25.25,8.631
25.275,8.6265
25.3,8.6345
25.325,8.62
25.35,8.624
25.375,8.6205
25.4,8.62
25.425,8.6215
25.45,8.6165
25.475,8.6215
25.5,8.6175
25.525,8.6245
25.55,8.627
25.575,8.6245
25.6,8.629
25.625,8.634
25.65,8.633
25.675,8.6345
25.7,8.6375
25.725,8.6385
25.75,8.6335
25.775,8.6295
25.8,8.6315
25.825,8.6295
25.85,8.629
25.875,8.6295
25.9,8.626
25.925,8.6265
25.95,8.623
25.975,8.621
26.0,8.6195
26.025,8.6185
26.05,8.622
26.075,8.6185
26.1,8.62
26.125,8.6185
26.15,8.6175
26.175,8.618
26.2,8.615
26.225,8.617
26.25,8.6105
26.275,8.61
26.3,8.61
26.325,8.606
26.35,8.6085
26.375,8.6
26.4,8.5945
26.425,8.594
26.45,8.5945
26.475,8.591
26.5,8.5945
26.525,8.604
26.55,8.6015
26.575,8.5935
26.6,8.588
26.625,8.588
26.65,8.583
26.675,8.579
26.7,8.573
26.725,8.5725
26.75,8.574
26.775,8.5685
26.8,8.574
26.825,8.567
26.85,8.5665
26.875,8.5665
26.9,8.5665
26.925,8.571
26.95,8.566
26.975,8.5685
27.0,8.5695
27.025,8.5685
27.05,8.568
27.075,8.5675
27.1,8.5665
27.125,8.566
27.15,8.5655
27.175,8.5665
27.2,8.571
27.225,8.577
27.25,8.569
27.275,8.5735
27.3,8.5705
27.325,8.5695
27.35,8.5725
27.375,8.567
27.4,8.5735
27.425,8.5685
27.45,8.569
27.475,8.568
27.5,8.5625
27.525,8.5595
27.55,8.5615
27.575,8.559
27.6,8.558
27.625,8.5575
27.65,8.556
27.675,8.5555
27.7,8.547
27.725,8.5485
27.75,8.547
27.775,8.5465
27.8,8.552
27.825,8.5515
27.85,8.5535
27.875,8.5545
27.9,8.556
27.925,8.556
27.95,8.554
27.975,8.5555
28.0,8.5525
28.025,8.5535
28.05,8.552
28.075,8.5485
28.1,8.545
28.125,8.5485
28.15,8.5405
28.175,8.544
28.2,8.5425
28.225,8.5395
28.25,8.544
28.275,8.536
28.3,8.538
28.325,8.5355
28.35,8.5335
28.375,8.533
28.4,8.5315
28.425,8.5275
28.45,8.5245
28.475,8.525
28.5,8.524
28.525,8.5225
28.55,8.5235
28.575,8.518
28.6,8.5215
28.625,8.5245
28.65,8.5255
28.675,8.525
28.7,8.524
28.725,8.5235
28.75,8.523
28.775,8.5225
28.8,8.524
28.825,8.5265
28.85,8.5275
28.875,8.525
28.9,8.5295
28.925,8.5265
28.95,8.5255
28.975,8.5275
29.0,8.522
29.025,8.527
29.05,8.522
29.075,8.5255
29.1,8.5315
29.125,8.5335
29.15,8.531
29.175,8.5355
29.2,8.5285
29.225,8.5295
29.25,8.527
29.275,8.517
29.3,8.503
29.325,8.5115
29.35,8.505
29.375,8.5065
29.4,8.507
29.425,8.4995
29.45,8.4985
29.475,8.4895
29.5,8.494
29.525,8.4935
29.55,8.4915
29.575,8.4945
29.6,8.488
29.625,8.4925
29.65,8.4885
29.675,8.488
29.7,8.4875
29.725,8.4815
29.75,8.4835
29.775,8.4785
29.8,8.48
29.825,8.4815
29.85,8.481
29.875,8.4805
29.9,8.4795
29.925,8.479
29.95,8.476
29.975,8.4745
30.0,8.4735
30.025,8.4725
30.05,8.4705
30.075,8.471
30.1,8.471
30.125,8.4725
30.15,8.4735
30.175,8.4695
30.2,8.4735
30.225,8.469
30.25,8.4705
30.275,8.4695
30.3,8.467
30.325,8.47
30.35,8.4645
30.375,8.4635
30.4,8.462
30.425,8.4605
30.45,8.46
30.475,8.4575
30.5,8.4525
30.525,8.452
30.55,8.451
30.575,8.4505
30.6,8.45
30.625,8.4475
30.65,8.437
30.675,-1.3985
30.7,-1.3985
30.725,-1.3985
30.75,-1.3985
30.775,-1.3985
30.8,-1.3985
30.825,-1.3985
30.85,-1.3985
30.875,-1.3985
30.9,-1.3985
30.925,-1.3985
30.95,-1.3985
30.975,-1.3985
31.0,-1.3985
31.025,-1.3985
31.05,-1.3985
31.075,-1.3985
31.1,-1.3985
31.125,-1.3985
31.15,-1.3985
31.175,-1.3985
31.2,-1.3985
31.225,-1.3985
31.25,-1.3985
31.275,-1.3985
31.3,-1.3985
31.325,-1.3985
31.35,-1.3985
31.375,-1.3985
31.4,-1.402
31.425,-1.403
31.45,-1.406
31.475,-1.408
31.5,-1.408
31.525,-1.411
31.55,-1.411
31.575,-1.412
31.6,-1.413
31.625,-1.4135
31.65,-1.4145
31.675,-1.415
31.7,-1.4155
31.725,-1.4165
31.75,-1.4165
31.775,-1.417
31.8,-1.418
31.825,-1.4185
31.85,-1.419
31.875,-1.419
31.9,-1.415
31.925,-1.4155
31.95,-1.4145
31.975,-1.415
32.0,-1.4165
32.025,-1.415
32.05,-1.4155
32.075,-1.4165
32.1,-1.4165
32.125,-1.416
32.15,-1.415
32.175,-1.4165
32.2,-1.417
32.225,-1.4175
32.25,-1.4185
32.275,-1.4185
32.3,-1.4185
32.325,-1.4195
32.35,-1.42
32.375,-1.42
32.4,-1.422
